Ratio Type,id,eid,formula,DOI,,表示该研究报告了氧含量,表示微观结构分析采用了高分辨率技术,表示材料表现出非线性弹性行为,测量的氧含量（以重量百万分比 wppm 表示）,平均晶粒尺寸（μm）,YM,YM_err,YS,YS_err,UTS,UTS_err,DAR,DAR_err,HV,HV_err,moe,moe_class,ph1,ph2,ph3,condition,comments,composition,,test type,Test Temperature (K),Test Rate (s?1),Ingot Description,Ingot Size (mm)
wt.%,,Fe–18Mn–0.6C–1.8Al alloy,,10.1007/s42243-023-01130-0,,,,,,,,,None,,None,,,,,,,,,,,"vacuum smelting, heating, forging, cutting, solution treatment, water quenching",,,,Charpy impact,77,未知,cylinder,[]
wt.%,,Fe–18Mn–0.6C–1.8Al alloy,,10.1007/s42243-023-01130-0,,,,,,,,,None,,None,,,,,,,,,,,"vacuum smelting, heating, forging, cutting, solution treatment, water quenching",,,,Charpy impact,298,未知,cylinder,[]
wt.%,,Fe–18Mn–0.6C–1.8Al alloy,,10.1007/s42243-023-01130-0,,,,,,,,,None,,None,,,,,,,,,,,"vacuum smelting, heating, forging, cutting, solution treatment, water quenching",,,,Charpy impact,193,未知,cylinder,[]
wt.%,,Fe–18Mn–0.6C–1.8Al alloy,,10.1007/s42243-023-01130-0,,,,,,,,,None,,None,,,,,,,,,,,"vacuum smelting, heating, forging, cutting, solution treatment, water quenching",,,,Charpy impact,77,未知,cylinder,[]
wt.%,,Fe–18Mn–0.6C–1.8Al alloy,,10.1007/s42243-023-01130-0,,,,,,,,,358,,731,,,,,,,,,,,"vacuum smelting, heating, forging, cutting, solution treatment, water quenching",,,,tensile,298,10,cylinder,[]
wt.%,,Fe–18Mn–0.6C–1.8Al alloy,,10.1007/s42243-023-01130-0,,,,,,,,,588,,881,,,,,,,,,,,"vacuum smelting, heating, forging, cutting, solution treatment, water quenching",,,,tensile,77,10,cylinder,[]
wt.%,,Fe–18Mn–0.6C–1.8Al alloy,,10.1007/s42243-023-01130-0,,,,,,,,,338,,685,,,,,,,,,,,"vacuum smelting, heating, forging, cutting, solution treatment, water quenching",,,,tensile,298,10,cylinder,[]
wt.%,,Fe–18Mn–0.6C–1.8Al alloy,,10.1007/s42243-023-01130-0,,,,,,,,,633,,862,,,,,,,,,,,"vacuum smelting, heating, forging, cutting, solution treatment, water quenching",,,,tensile,77,10,cylinder,[]
at.%,,VNbTa,,10.1016/j.matchar.2023.113247,,,,,,,,,1477,,1930,,,,,,,,,,,"vacuum arc melting, remelting, drop casting",,,,tensile,77,0.0025,rectangular,"[10, 20, 30]"
at.%,,Fe27Co24Ni23Cr26,,10.1016/j.msea.2024.146317,,,,,,,,,358,,746,,,,,,,,,,,"vacuum induction melting, homogenization, cutting, cold rolling, annealing",,,,tensile,298,0.001,,[]
at.%,,Fe27Co24Ni23Cr26,,10.1016/j.msea.2024.146317,,,,,,,,,578,,1211,,,,,,,,,,,"vacuum induction melting, homogenization, cutting, cold rolling, annealing",,,,tensile,123,0.001,,[]
at.%,,Cr26Mn20Fe20Co20Ni14,,10.1016/j.msea.2024.146525,,,,,,,,,212,,565,,,,,,,,,,,"casting, hot forging, annealing",,,,tensile,293,0.001,,[]
at.%,,Cr26Mn20Fe20Co20Ni14,,10.1016/j.msea.2024.146525,,,,,,,,,546,,830,,,,,,,,,,,"casting, hot forging, annealing",,,,tensile,77,0.1,,[]
,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,151,,289,,,,,,,,,,,,,,,tensile,293,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,137,,307,,,,,,,,,,,,,,,tensile,293,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,146,,294,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,151,,297,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,158,,313,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,141,,301,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,150,,322,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,154,,310,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,149,,319,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,142,,306,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,165,,309,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,161,,319,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,158,,324,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 5083-H112,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,146,,316,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,209,,297,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,210,,293,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,204,,291,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,211,,302,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,218,,311,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,210,,301,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,213,,308,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,221,,310,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,220,,297,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,223,,315,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,222,,305,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,222,,309,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,233,,317,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,236,,327,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,231,,318,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,234,,330,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,232,,338,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,AA 6061-T6,,10.1016/j.conbuildmat.2023.134520,,,,,,,,,231,,328,,,,,,,,,,,,,,,tensile,未知,1,,[]
at.%,,Al1.1CoCrFeNi2.1,,10.3390/coatings13111836,,,,,,,,,None,,1238,,,,,,,,,,,"vacuum induction melting, casting, remelting",,,,tensile,173,0.001,,[]
at.%,,Al1.1CoCrFeNi2.1,,10.3390/coatings13111836,,,,,,,,,None,,964,,,,,,,,,,,"vacuum induction melting, casting, remelting",,,,tensile,298,0.001,,[]
at.%,,Al1.1CoCrFeNi2.1,,10.3390/coatings13111836,,,,,,,,,None,,455,,,,,,,,,,,"vacuum induction melting, casting, remelting",,,,tensile,923,0.001,,[]
at.%,,Al1.1CoCrFeNi2.1,,10.3390/coatings13111836,,,,,,,,,None,,278,,,,,,,,,,,"vacuum induction melting, casting, remelting",,,,tensile,1023,0.001,,[]
at.%,,Al1.1CoCrFeNi2.1,,10.3390/coatings13111836,,,,,,,,,None,,156,,,,,,,,,,,"vacuum induction melting, casting, remelting",,,,tensile,1123,0.001,,[]
wt.%,,316 L,,10.1016/j.actamat.2024.119822,,,,,,,,,540,,2729,,,,,,,,,,,,,,,,15,未知,,[]
wt.%,,316 L,,10.1016/j.actamat.2024.119822,,,,,,,,,245,,1065,,,,,,,,,,,,,,,,293,未知,,[]
at.%,,TiZrHfCu0.5,,10.1016/j.jmrt.2023.10.154,,,,,,,,,None,,1560,,,,,,,,,,,"vacuum arc melting, cooling",,,,,293,19.8,,[]
at.%,,TiZrHfCu0.5,,10.1016/j.jmrt.2023.10.154,,,,,,,,,None,,1640,,,,,,,,,,,"vacuum arc melting, cooling",,,,,273,18.09,,[]
at.%,,TiZrHfCu0.5,,10.1016/j.jmrt.2023.10.154,,,,,,,,,None,,1790,,,,,,,,,,,"vacuum arc melting, cooling",,,,,253,17.73,,[]
at.%,,TiZrHfCu0.5,,10.1016/j.jmrt.2023.10.154,,,,,,,,,None,,1770,,,,,,,,,,,"vacuum arc melting, cooling",,,,,233,17.2,,[]
at.%,,TiZrHfCu0.5,,10.1016/j.jmrt.2023.10.154,,,,,,,,,None,,1640,,,,,,,,,,,"vacuum arc melting, cooling",,,,,213,17.53,,[]
wt.%,,AA1060 aluminum alloy,,10.1016/j.msea.2024.146550,,,,,,,,,28.33,,75.9,,,,,,,,,,,"annealing, water quenching",,,,,298,0.0012,sheet,[]
wt.%,,AA1060 aluminum alloy,,10.1016/j.msea.2024.146550,,,,,,,,,43.06,,174.2,,,,,,,,,,,"annealing, water quenching",,,,,77,0.0012,sheet,[]
wt.%,,AA1060 aluminum alloy,,10.1016/j.msea.2024.146550,,,,,,,,,25.27,,69.2,,,,,,,,,,,"annealing, water quenching",,,,,298,0.0012,sheet,[]
wt.%,,AA1060 aluminum alloy,,10.1016/j.msea.2024.146550,,,,,,,,,38.61,,157.9,,,,,,,,,,,"annealing, water quenching",,,,,77,0.0012,sheet,[]
wt.%,,Al6061-T6,,10.1016/j.matchar.2023.113403,,,,,,,,,256,,302,,,,,,,,,,,,,,,,298,0.01,,[]
wt.%,,Al6061-T6,,10.1016/j.matchar.2023.113403,,,,,,,,,266,,311,,,,,,,,,,,,,,,,298,0.001,,[]
wt.%,,Al6061-T6,,10.1016/j.matchar.2023.113403,,,,,,,,,249,,298,,,,,,,,,,,,,,,,298,0.0001,,[]
wt.%,,Al6061-T6,,10.1016/j.matchar.2023.113403,,,,,,,,,264,,314,,,,,,,,,,,,,,,,223,0.01,,[]
wt.%,,Al6061-T6,,10.1016/j.matchar.2023.113403,,,,,,,,,274,,322,,,,,,,,,,,,,,,,223,0.001,,[]
wt.%,,Al6061-T6,,10.1016/j.matchar.2023.113403,,,,,,,,,279,,331,,,,,,,,,,,,,,,,223,0.0001,,[]
wt.%,,Al6061-T6,,10.1016/j.matchar.2023.113403,,,,,,,,,276,,339,,,,,,,,,,,,,,,,123,0.01,,[]
wt.%,,Al6061-T6,,10.1016/j.matchar.2023.113403,,,,,,,,,296,,358,,,,,,,,,,,,,,,,123,0.001,,[]
wt.%,,Al6061-T6,,10.1016/j.matchar.2023.113403,,,,,,,,,300,,371,,,,,,,,,,,,,,,,123,0.0001,,[]
wt.%,,W-20Cu alloy,,10.1016/j.cryogenics.2023.103758,,,,,,,,,648.5,,842.8,,,,,,,,,,,"powder activation sintering, annealing",,,,,300,0.5,plate,"[250, 180, 5]"
wt.%,,W-20Cu alloy,,10.1016/j.cryogenics.2023.103758,,,,,,,,,847.6,,949.1,,,,,,,,,,,"powder activation sintering, annealing",,,,,77,0.5,plate,"[250, 180, 5]"
wt.%,,W-20Cu alloy,,10.1016/j.cryogenics.2023.103758,,,,,,,,,937,,987.8,,,,,,,,,,,"powder activation sintering, annealing",,,,,4.2,0.5,plate,"[250, 180, 5]"
at.%,,Fe60Co15Ni15Cr10,,10.1007/s12540-023-01532-5,,,,,,,,,248.2,,552.4,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, cold rolling, annealing",,,,,298,0.001,rectangular,"[50, 35, 7]"
at.%,,Fe60Co15Ni15Cr10,,10.1007/s12540-023-01532-5,,,,,,,,,575.1,,679.5,,,,,,,,,,,"vacuum induction melting, homogenization, water quenching, warm rolling, heating",,,,,298,0.001,rectangular,"[50, 35, 7]"
at.%,,Fe60Co15Ni15Cr10,,10.1007/s12540-023-01532-5,,,,,,,,,532,,1436.5,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, cold rolling, annealing",,,,,77,0.001,rectangular,"[50, 35, 7]"
at.%,,Fe60Co15Ni15Cr10,,10.1007/s12540-023-01532-5,,,,,,,,,701,,1540.9,,,,,,,,,,,"vacuum induction melting, homogenization, water quenching, warm rolling, heating",,,,,77,0.001,rectangular,"[50, 35, 7]"
at.%,,Fe60Cr15Ni16Al9,,10.1016/j.intermet.2023.108060,,,,,,,,,900,,None,,,,,,,,,,,,,,,,298,0.0008,rectangular,"[10, 10, 30]"
at.%,,Fe60Cr15Ni16Al9,,10.1016/j.intermet.2023.108060,,,,,,,,,1300,,None,,,,,,,,,,,,,,,,77,0.0008,rectangular,"[10, 10, 30]"
at.%,,Fe60Cr15Ni16Al7Ti1Mo1,,10.1016/j.intermet.2023.108060,,,,,,,,,None,,None,,,,,,,,,,,"arc-melting, remelting, drop-casting, cold rolling, annealing, water quenching",,,,,298,0.0008,rectangular,"[10, 10, 30]"
at.%,,Fe60Cr15Ni16Al7Ti1Mo1,,10.1016/j.intermet.2023.108060,,,,,,,,,1420,,None,,,,,,,,,,,"arc-melting, remelting, drop-casting, cold rolling, annealing, water quenching",,,,,77,0.0008,rectangular,"[10, 10, 30]"
wt.%,,TA15,,10.1016/j.jmapro.2024.01.058,,,,,,,,,601.17,,658.6,,,,,,,,,,,,,,,,298,未知,,[]
wt.%,,TA15,,10.1016/j.jmapro.2024.01.058,,,,,,,,,666.79,,734.8,,,,,,,,,,,,,,,,273,未知,,[]
wt.%,,TA15,,10.1016/j.jmapro.2024.01.058,,,,,,,,,735.68,,808.6,,,,,,,,,,,,,,,,223,未知,,[]
wt.%,,TA15,,10.1016/j.jmapro.2024.01.058,,,,,,,,,880.93,,930.1,,,,,,,,,,,,,,,,173,未知,,[]
wt.%,,TA15,,10.1016/j.jmapro.2024.01.058,,,,,,,,,980.49,,1041.9,,,,,,,,,,,,,,,,123,未知,,[]
wt.%,,TA15,,10.1016/j.jmapro.2024.01.058,,,,,,,,,1017.56,,1176.7,,,,,,,,,,,,,,,,77,未知,,[]
at.%,,Fe35Mn15Cr15Ni25Al10,,10.1016/j.intermet.2023.108064,,,,,,,,,250,,705,,,,,,,,,,,"arc melting, homogenization, water quenching, cold rolling, annealing",,,,,293,0.001,,[]
at.%,,Fe35Mn15Cr15Ni25Al10,,10.1016/j.intermet.2023.108064,,,,,,,,,360,,860,,,,,,,,,,,"arc melting, homogenization, water quenching, cold rolling, annealing",,,,,77,0.001,,[]
at.%,,Fe35Mn15Cr15Ni25Al10,,10.1016/j.intermet.2023.108064,,,,,,,,,860,,1260,,,,,,,,,,,"arc melting, homogenization, water quenching, cold rolling, annealing, aging",,,,,293,0.001,,[]
at.%,,Fe35Mn15Cr15Ni25Al10,,10.1016/j.intermet.2023.108064,,,,,,,,,1000,,1455,,,,,,,,,,,"arc melting, homogenization, water quenching, cold rolling, annealing, aging",,,,,77,0.001,,[]
wt.%,,2195 Al-Cu-Li alloy,,10.1016/j.msea.2024.146173,,,,,,,,,325,,493,,,,,,,,,,,"spray deposition, homogenization, hot extrusion, solid solution treatment, water quenching",,,,,298,0.001,,[]
wt.%,,2195 Al-Cu-Li alloy,,10.1016/j.msea.2024.146173,,,,,,,,,386,,611,,,,,,,,,,,"spray deposition, homogenization, hot extrusion, solid solution treatment, water quenching",,,,,77,0.001,,[]
wt.%,,2195 Al-Cu-Li alloy,,10.1016/j.msea.2024.146173,,,,,,,,,378,,471,,,,,,,,,,,"spray deposition, homogenization, hot extrusion, solid solution treatment, artificial over-aging treatment, water quenching",,,,,298,0.001,,[]
wt.%,,2195 Al-Cu-Li alloy,,10.1016/j.msea.2024.146173,,,,,,,,,410,,603,,,,,,,,,,,"spray deposition, homogenization, hot extrusion, solid solution treatment, artificial over-aging treatment, water quenching",,,,,77,0.001,,[]
wt.%,,2195 Al-Cu-Li alloy,,10.1016/j.msea.2024.146173,,,,,,,,,499,,556,,,,,,,,,,,"spray deposition, homogenization, hot extrusion, solid solution treatment, artificial peak-aging treatment, water quenching",,,,,298,0.001,,[]
wt.%,,2195 Al-Cu-Li alloy,,10.1016/j.msea.2024.146173,,,,,,,,,527,,675,,,,,,,,,,,"spray deposition, homogenization, hot extrusion, solid solution treatment, artificial peak-aging treatment, water quenching",,,,,77,0.001,,[]
wt.%,,SAC305,,10.1016/j.msea.2024.146280,,,,,,,,,None,,44,,,,,,,,,,,,,,,,293,0.01,,[]
wt.%,,SAC305,,10.1016/j.msea.2024.146280,,,,,,,,,None,,53.45,,,,,,,,,,,,,,,,273,0.01,,[]
wt.%,,SAC305,,10.1016/j.msea.2024.146280,,,,,,,,,None,,68.39,,,,,,,,,,,,,,,,233,0.01,,[]
wt.%,,SAC305,,10.1016/j.msea.2024.146280,,,,,,,,,None,,97.13,,,,,,,,,,,,,,,,173,0.01,,[]
wt.%,,SAC305,,10.1016/j.msea.2024.146280,,,,,,,,,None,,182.5,,,,,,,,,,,,,,,,123,0.01,,[]
wt.%,,SAC305,,10.1016/j.msea.2024.146280,,,,,,,,,None,,120,,,,,,,,,,,,,,,,77,0.01,,[]
wt.%,,CoCrFeNi,,10.1016/j.jmst.2023.10.028,,,,,,,,,526,,740,,,,,,,,,,,"gas atomization, L-PBF",,,,,300,1000,,[]
wt.%,,CoCrFeNi,,10.1016/j.jmst.2023.10.028,,,,,,,,,655,,872,,,,,,,,,,,"gas atomization, L-PBF",,,,,300,2000,,[]
wt.%,,CoCrFeNi,,10.1016/j.jmst.2023.10.028,,,,,,,,,737,,1013,,,,,,,,,,,"gas atomization, L-PBF",,,,,300,3000,,[]
wt.%,,CoCrFeNi,,10.1016/j.jmst.2023.10.028,,,,,,,,,699,,809,,,,,,,,,,,"gas atomization, L-PBF",,,,,77,1000,,[]
wt.%,,CoCrFeNi,,10.1016/j.jmst.2023.10.028,,,,,,,,,727,,981,,,,,,,,,,,"gas atomization, L-PBF",,,,,77,2000,,[]
wt.%,,CoCrFeNi,,10.1016/j.jmst.2023.10.028,,,,,,,,,790,,1027,,,,,,,,,,,"gas atomization, L-PBF",,,,,77,3000,,[]
wt.%,,AXM10304 alloy,,10.1016/j.msea.2023.145940,,,,,,,,,177,,230,,,,,,,,,,,"melting, casting, homogenization, machining, extrusion",,,,,298,0.001,,[]
wt.%,,AXM10304 alloy,,10.1016/j.msea.2023.145940,,,,,,,,,89,,219,,,,,,,,,,,"melting, casting, homogenization, machining, extrusion",,,,,298,0.001,,[]
wt.%,,AXM10304 alloy,,10.1016/j.msea.2023.145940,,,,,,,,,248,,363,,,,,,,,,,,"melting, casting, homogenization, machining, extrusion",,,,,173,0.001,,[]
wt.%,,AXM10304 alloy,,10.1016/j.msea.2023.145940,,,,,,,,,69,,225,,,,,,,,,,,"melting, casting, homogenization, machining, extrusion",,,,,173,0.001,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,174.81,,427.15,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,298,0.00025,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,180.24,,356.49,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,193,0.00025,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,189.44,,369.72,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,153,0.00025,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,201.82,,398.83,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,113,0.00025,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,217.05,,447.4,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,83,0.00025,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,160.485,,386.44,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,298,0.001,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,160.07,,336.51,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,193,0.001,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,171.54,,351.13,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,153,0.001,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,191.56,,391.27,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,113,0.001,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,201.08,,438.21,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,83,0.001,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,160.26,,364.9,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,298,0.01,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,163.97,,341.14,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,193,0.01,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,174.97,,347.67,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,153,0.01,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,189.01,,375.92,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,113,0.01,,[]
wt.%,,7075 aluminum alloy,,10.1016/j.msea.2024.146137,,,,,,,,,197.44,,418.75,,,,,,,,,,,"solution treatment, water quenching, cryogenic treatment",,,,,83,0.01,,[]
at.%,,Al7.5Co20.5Fe24Ni24Cr24,,10.1016/j.ijplas.2024.103939,,,,,,,,,531,,1079,,,,,,,,,,,"induction levitation melting, casting, EDM, homogenization, homogenization, water quenching, cold rolling, solid-solution annealing",,,,,77,0.001,,[]
at.%,,Al7.5Co20.5Fe24Ni24Cr24,,10.1016/j.ijplas.2024.103939,,,,,,,,,673,,1218,,,,,,,,,,,"induction levitation melting, casting, EDM, homogenization, homogenization, water quenching, cold rolling, solid-solution annealing, aging, water quenching",,,,,77,0.001,,[]
at.%,,Al7.5Co20.5Fe24Ni24Cr24,,10.1016/j.ijplas.2024.103939,,,,,,,,,858,,1382,,,,,,,,,,,"induction levitation melting, casting, EDM, homogenization, homogenization, water quenching, cold rolling, recrystallization annealing",,,,,77,0.001,,[]
at.%,,Al7.5Co20.5Fe24Ni24Cr24,,10.1016/j.ijplas.2024.103939,,,,,,,,,1109,,1609,,,,,,,,,,,"induction levitation melting, casting, EDM, homogenization, homogenization, water quenching, cold rolling, recrystallization annealing, aging, water quenching",,,,,77,0.001,,[]
at.%,,Al7.5Co20.5Fe24Ni24Cr24,,10.1016/j.ijplas.2024.103939,,,,,,,,,1841,,1984,,,,,,,,,,,"induction levitation melting, casting, EDM, homogenization, homogenization, water quenching, cold rolling, aging, water quenching",,,,,77,0.001,,[]
at.%,,Al7.5Co20.5Fe24Ni24Cr24,,10.1016/j.ijplas.2024.103939,,,,,,,,,1282,,1317,,,,,,,,,,,"induction levitation melting, casting, EDM, homogenization, homogenization, water quenching, cold rolling",,,,,293,0.001,,[]
at.%,,Al7.5Co20.5Fe24Ni24Cr24,,10.1016/j.ijplas.2024.103939,,,,,,,,,301,,720,,,,,,,,,,,"induction levitation melting, casting, EDM, homogenization, homogenization, water quenching, cold rolling, solid-solution annealing",,,,,293,0.001,,[]
at.%,,Al7.5Co20.5Fe24Ni24Cr24,,10.1016/j.ijplas.2024.103939,,,,,,,,,381,,739,,,,,,,,,,,"induction levitation melting, casting, EDM, homogenization, homogenization, water quenching, cold rolling, solid-solution annealing, aging, water quenching",,,,,293,0.001,,[]
at.%,,Al7.5Co20.5Fe24Ni24Cr24,,10.1016/j.ijplas.2024.103939,,,,,,,,,717,,959,,,,,,,,,,,"induction levitation melting, casting, EDM, homogenization, homogenization, water quenching, cold rolling, recrystallization annealing",,,,,293,0.001,,[]
at.%,,Al7.5Co20.5Fe24Ni24Cr24,,10.1016/j.ijplas.2024.103939,,,,,,,,,850,,1086,,,,,,,,,,,"induction levitation melting, casting, EDM, homogenization, homogenization, water quenching, cold rolling, recrystallization annealing, aging, water quenching",,,,,293,0.001,,[]
at.%,,Al7.5Co20.5Fe24Ni24Cr24,,10.1016/j.ijplas.2024.103939,,,,,,,,,1342,,1403,,,,,,,,,,,"induction levitation melting, casting, EDM, homogenization, homogenization, water quenching, cold rolling, aging, water quenching",,,,,293,0.001,,[]
wt.%,,Ti-3Al-3Mo-3Zr-0.2Y,,10.1016/j.jmst.2024.01.068,,,,,,,,,945,,1090,,,,,,,,,,,"EBSM, HIP, annealing, furnace cooling",,,,,77,0.00056,,[]
wt.%,,Ti-3Al-3Mo-3Zr-0.2Y,,10.1016/j.jmst.2024.01.068,,,,,,,,,990,,1120,,,,,,,,,,,"EBSM, HIP, annealing, furnace cooling",,,,,77,0.0056,,[]
wt.%,,Ti-3Al-3Mo-3Zr-0.2Y,,10.1016/j.jmst.2024.01.068,,,,,,,,,1040,,1140,,,,,,,,,,,"EBSM, HIP, annealing, furnace cooling",,,,,77,0.056,,[]
wt.%,,Ti-3Al-3Mo-3Zr-0.2Y,,10.1016/j.jmst.2024.01.068,,,,,,,,,1160,,1410,,,,,,,,,,,"EBSM, HIP, annealing, furnace cooling",,,,,20,0.00056,,[]
wt.%,,Ti-3Al-3Mo-3Zr-0.2Y,,10.1016/j.jmst.2024.01.068,,,,,,,,,1190,,1460,,,,,,,,,,,"EBSM, HIP, annealing, furnace cooling",,,,,20,0.0056,,[]
wt.%,,Ti-3Al-3Mo-3Zr-0.2Y,,10.1016/j.jmst.2024.01.068,,,,,,,,,1225,,1320,,,,,,,,,,,"EBSM, HIP, annealing, furnace cooling",,,,,20,0.056,,[]
wt.%,,Fe-Cr-Ni-Mn-N austenitic stainless steel,,10.1016/j.jmst.2023.12.027,,,,,,,,,460,,820,,,,,,,,,,,"Vacuum Oxygen Decarburization, casting, ESR remelting, 3D forging, solution-annealing, water quenching",,,,,300,0.0005,cylindrical,[]
