Processing_Description,YS(MPa),UTS(MPa),El(%),Ag(wt%),Al(wt%),B(wt%),Be(wt%),Bi(wt%),Cd(wt%),Co(wt%),Cr(wt%),Cu(wt%),Er(wt%),Eu(wt%),Fe(wt%),Ga(wt%),Li(wt%),Mg(wt%),Mn(wt%),Ni(wt%),Pb(wt%),Sc(wt%),Si(wt%),Sn(wt%),Ti(wt%),V(wt%),Zn(wt%),Zr(wt%)
Solutionised  + Artificially peak aged,260.0,314.0,12.2,0.0,97.3021673,0.0,0.0,0.0,0.0,0.0,0.19520500000000002,0.2752891,0.0,0.0,0.3503679,0.0,0.0,1.0010511,0.0750788,0.0,0.0,0.0,0.6006307,0.0,0.0750788,0.0,0.1251314,0.0
Solutionised  + Artificially peak aged,231.0,302.0,12.3,0.0,97.298,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.1,0.0,0.0,1.21,0.1,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.001,0.0
Solutionised  + Artificially peak aged,276.0,328.0,12.2,0.0,97.2486243,0.0,0.0,0.0,0.0,0.0,0.2501251,0.1750875,0.0,0.0,0.5002500999999899,0.0,0.0,0.6253126999999999,0.10005000000000001,0.0,0.0,0.0,0.9004502,0.0,0.0750375,0.0,0.1250625,0.0
Solutionised  + Artificially peak aged,310.5,343.0,12.35,0.0,97.2472472,0.0,0.0,0.0,0.0,0.0,0.0500501,0.3753754,0.0,0.0,0.25025029999999,0.0,0.0,0.6006005999999899,0.5005005,0.0,0.0,0.0,0.8008008000000001,0.0,0.0500501,0.0,0.12512510000000002,0.0
Solutionised  + Artificially peak aged,85.0,205.0,24.6,0.0,97.102,0.0,0.0,0.0,0.0,0.0,0.021,0.321,0.0,0.0,0.45599999999999996,0.0,0.0,0.91,0.212,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.178,0.0
Solutionised  + Artificially peak aged,329.35,348.8,14.4,0.0,97.062,0.0,0.0,0.0,0.0,0.0,0.35000000000000003,0.35000000000000003,0.0,0.0,0.16,0.0,0.0,1.0699999999999998,0.15,0.006999999999999999,0.0,0.0,0.7799999999999999,0.0,0.029,0.0,0.042,0.0
Solutionised  + Artificially peak aged,290.0,385.0,3.5,0.0,97.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,366.0,404.0,2.0,0.0,96.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.13999999999999999
Solutionised  + Artificially peak aged,358.527364,393.001149,12.0,0.0,96.95,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.6999999999999901,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,362.0,382.5,11.5,0.0,96.8468468,0.0,0.0,0.0,0.0,0.0,0.0500501,0.3753754,0.0,0.0,0.25025029999999,0.0,0.0,0.8008008000000001,0.5005005,0.0,0.0,0.0,1.001001,0.0,0.0500501,0.0,0.12512510000000002,0.0
Solutionised  + Artificially peak aged,322.0,365.0,16.5,0.0,96.8355,0.0,0.0045000000000000005,0.0,0.0,0.0,0.15,0.27499999999999997,0.0,0.0,0.6999999999999901,0.03,0.0,1.0,0.15,0.0,0.0,0.0,0.6,0.0,0.15,0.105,0.0,0.0
Solutionised  + Artificially peak aged,260.0,319.5,9.75,0.0,96.822617,0.0,0.0,0.0,0.0,0.0,0.1250938,0.0500375,0.0,0.0,0.2501876,0.0,0.0,0.9006755,0.7005254,0.0,0.0,0.0,1.0007506,0.0,0.0500375,0.0,0.1000751,0.0
Solutionised  + Artificially peak aged,350.0,380.0,10.0,0.0,96.82,0.0,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.8,0.6999999999999901,0.0,0.0,0.0,1.39999999999999,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,324.0,345.0,12.0,0.0,96.775,0.0,0.0,0.0,0.0,0.0,0.1,0.375,0.0,0.0,0.5,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.25,0.0
Solutionised  + Artificially peak aged,324.0,400.0,5.0,0.0,96.75,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,331.0,358.0,8.0,0.0,96.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.3,0.0,0.0,1.0,0.35000000000000003,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,360.0,405.0,8.0,0.0,96.63000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.13999999999999999,0.0,0.0,0.98,0.51,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,276.0,365.0,14.0,0.0,96.625,0.0,0.0,0.0,0.0,0.0,0.25,0.27499999999999997,0.0,0.0,0.6999999999999901,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.6,0.0,0.15,0.0,0.25,0.0
Solutionised  + Artificially peak aged,373.0,408.0,11.7,0.0,96.592,0.0,0.0,0.0,0.0,0.0,0.22,0.58,0.0,0.0,0.27999999999999997,0.02,0.0,1.32,0.02,0.0,0.0,0.0,0.79,0.0,0.04799999999999,0.13,0.0,0.0
Solutionised  + Artificially peak aged,373.0,408.0,11.7,0.0,96.456,0.0,0.0,0.0,0.0,0.0,0.215,0.77,0.0,0.0,0.20500000000000002,0.0,0.0,1.435,0.0,0.0,0.0,0.0,0.895,0.0,0.023999999999989998,0.0,0.0,0.0
Solutionised  + Artificially peak aged,336.0,357.5,7.32,0.0,96.3963964,0.0,0.0,0.0,0.0,0.0,0.0500501,0.27527529999999,0.0,0.0,0.25025029999999,0.0,0.0,0.8508509,0.7007006999999901,0.0,0.0,0.0,1.35135139999999,0.0,0.0,0.0,0.12512510000000002,0.0
Solutionised  + Artificially peak aged,372.0,386.0,11.0,0.0,96.375,0.0,0.0,0.0,0.0,0.0,0.1,0.375,0.0,0.0,0.5,0.0,0.0,0.8,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.25,0.0
Solutionised  + Artificially peak aged,351.0,395.5,8.74,0.0,96.3722792,0.0,0.0,0.0,0.0,0.0,0.0500375,0.8506379999999999,0.0,0.0,0.2501876,0.0,0.0,1.0007506,0.5003753,0.0,0.0,0.0,0.8006005,0.0,0.0500375,0.0,0.1250938,0.0
Solutionised  + Artificially peak aged,349.0,440.0,6.0,0.0,96.35000000000001,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,260.0,314.0,12.2,0.0,96.3169977,0.0,0.0,0.548957,0.0,0.0,0.0898293,0.2744785,0.0,0.0,0.34933629999999,0.0,0.0,0.9981036000000001,0.0748578,0.0,0.548957,0.0,0.5988622,0.0,0.0748578,0.0,0.124763,0.0
Solutionised  + Artificially peak aged,260.0,310.0,6.0,0.0,96.25,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.0,0.5,0.0,0.0,0.8999999999999999,0.6999999999999901,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.2,0.0
Solutionised  + Artificially peak aged,325.0,373.5,9.75,0.0,95.959596,0.0,0.0,0.0,0.0,0.0,0.0505051,0.27777779999999996,0.0,0.0,0.2525253,0.0,0.0,1.1111111,0.8585858999999999,0.0,0.0,0.0,1.3636364,0.0,0.0,0.0,0.1262626,0.0
Solutionised  + Artificially peak aged,359.0,369.0,8.0,0.0,95.89999999999999,0.0,0.0,0.0,0.0,0.0,0.1,0.8500000000000001,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.25,0.0
Solutionised  + Artificially peak aged,358.527364,393.001149,12.0,0.0,95.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,1.0999999999999999,0.8999999999999999,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,425.0,518.0,19.3,0.0,95.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3000000000000003,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,270.0,408.0,19.6,0.0,95.269,0.0,0.0,0.0,0.0,0.0,0.0,3.9699999999999998,0.0,0.0,0.01,0.0,0.0,0.6,0.01,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.001,0.0
Solutionised  + Artificially peak aged,317.0,383.0,12.2,0.0,94.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.15
Solutionised  + Artificially peak aged,451.0,503.0,10.5,0.6,94.24,0.0,0.0,0.0,0.0,0.0,0.01,4.35,0.0,0.0,0.02,0.0,0.0,0.36,0.33999999999999997,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.02,0.0
Solutionised  + Artificially peak aged,420.0,510.0,13.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,255.106009,399.895906,19.0,0.0,93.89999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,472.5,550.0,7.25,0.0,93.848541,0.0,0.0,0.0,0.0,0.0,0.05005259999999,1.9019971,0.0,0.0,0.2502628,0.0,2.6027329,0.8508933999999999,0.05005259999999,0.0,0.0,0.0,0.1501577,0.0,0.05005259999999,0.0,0.1251314,0.12012609999999999
Solutionised  + Artificially peak aged,314.0,356.0,2.9,0.0,93.81,0.0,0.0,0.0,0.0,0.0,0.01,3.91,0.0,0.0,0.29,0.0,0.0,0.47000000000000003,0.5499999999999999,0.0,0.0,0.0,0.83,0.0,0.06999999999999999,0.0,0.06,0.0
Solutionised  + Artificially peak aged,350.0,420.0,8.5,0.0,93.7015358,0.0,0.0,0.0,0.0,0.0,0.0,2.3012657,0.0,0.0,1.1006053,0.0,0.0,1.550853,0.0,1.0505778000000001,0.0,0.0,0.17509629999999998,0.0,0.0700385,0.0,0.0500275,0.0
Solutionised  + Artificially peak aged,530.896288999999,579.159588,3.0,0.0,93.7,0.0,0.0,0.0,0.2,0.0,0.0,4.5,0.0,0.0,0.0,0.0,1.0999999999999999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,268.895523,393.001149,17.0,0.0,93.5,0.0,0.0,0.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,435.0,485.0,7.0,0.6999999999999901,93.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.15,0.0,0.0,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0
Solutionised  + Artificially peak aged,440.0,704.0,3.7,0.0,93.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3999999999999995,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,680.0,720.0,4.0,0.37,93.44,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.03,0.0,1.16,0.36,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.13
Solutionised  + Artificially peak aged,393.001149,475.738233,10.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,413.68542,482.63299,13.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,4.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,508.9,559.24,6.53,0.0,93.23,0.0,0.0,0.0,0.0,0.0,0.01,3.9899999999999998,0.0,0.0,0.12,0.0,2.34,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.21
Solutionised  + Artificially peak aged,430.63,461.63,8.7,0.0,93.2,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.12,0.0,0.0,1.04,0.22,0.0,0.0,0.0,0.09,0.0,0.0,0.0,5.07,0.12
Solutionised  + Artificially peak aged,335.0,380.0,12.0,0.0,93.15589349999999,0.0,0.0,0.0,0.0,0.0,0.2251351,0.10006,0.0,0.0,0.20012010000000002,0.0,0.0,1.20072039999999,0.2751651,0.0,0.0,0.0,0.1751051,0.0,0.025015,0.0,4.50270159999999,0.1400841
Solutionised  + Artificially peak aged,232.5,378.0,9.5,0.0,93.1198399,0.0,0.0,0.0,0.0,0.0,0.0500375,4.45334,0.0,0.0,0.5003753,0.0,0.0,0.025018799999999997,0.8006005,0.0,0.0,0.0,0.8506379999999999,0.0,0.07505629999999999,0.0,0.1250938,0.0
Solutionised  + Artificially peak aged,378.0,479.0,7.8,0.0,92.906,0.0,0.0,0.0,0.0,0.0,0.002,3.49,0.0,0.0,0.1,0.0,0.0,2.15,1.31,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,363.0,449.5,5.405,0.0,92.7963982,0.0,0.0,0.0,0.0,0.0,0.05002500000000001,4.3521761,0.0,0.0,0.2501251,0.0,0.0,1.5007504,0.60030019999999,0.0,0.0,0.0,0.2501251,0.0,0.0750375,0.0,0.1250625,0.0
Solutionised  + Artificially peak aged,382.0,438.0,6.5,0.0,92.7927928,0.0,0.0,0.0,0.0,0.0,0.0500501,4.4544545,0.0,0.0,0.3503504,0.0,0.0,0.5005005,0.8008008000000001,0.0,0.0,0.0,0.8508509,0.0,0.0750751,0.0,0.12512510000000002,0.0
Solutionised  + Artificially peak aged,489.19,530.53,8.1,0.0,92.51,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,2.78,0.22999999999999998,0.0,0.0,0.0,0.09,0.0,0.0,0.0,4.01,0.1
Solutionised  + Artificially peak aged,180.2,192.3,2.0,0.0,92.25999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.0,0.0,0.41000000000000003,0.0,0.0,0.0,0.0,7.02,0.0,0.13999999999999999,0.0,0.09,0.0
Solutionised  + Artificially peak aged,415.0,485.0,13.0,0.0,92.2,0.0,0.0,0.0,0.0,0.0,0.1,4.45,0.0,0.0,0.6999999999999901,0.0,0.0,0.5,0.8,0.0,0.0,0.0,0.8500000000000001,0.0,0.15,0.0,0.25,0.0
Solutionised  + Artificially peak aged,200.6,205.0,1.1,0.0,92.17999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,0.0,0.08,0.0,0.0,0.12,0.0,0.0,0.0,0.0,7.109999999999999,0.0,0.09,0.0,0.0,0.0
Solutionised  + Artificially peak aged,221.1,234.3,5.1,0.0,91.64999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.08,0.0,0.0,0.4,0.0,0.0,0.0,0.0,7.380000000000001,0.0,0.15,0.0,0.11,0.0
Solutionised  + Artificially peak aged,468.843476,537.791046,14.0,0.0,91.4,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,3.3000000000000003,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0
Solutionised  + Artificially peak aged,165.0,250.0,2.0,0.0,90.8,0.0,0.0,0.0,0.0,0.0,0.0,2.89999999999999,0.0,0.0,0.13,0.0,0.0,0.3,0.02,0.01,0.0,0.0,5.79999999999999,0.0,0.02,0.0,0.02,0.0
Solutionised  + Artificially peak aged,410.0,485.0,12.0,0.0,90.55,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.35000000000000003,0.0,0.0,2.1,0.12,0.0,0.0,0.0,0.58,0.0,0.0,0.0,5.1,0.0
Solutionised  + Artificially peak aged,482.0,544.0,3.2,0.0,90.524,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.146
Solutionised  + Artificially peak aged,496.0,551.0,16.23,0.0,90.444,0.0,0.0,0.0,0.0,0.0,0.19,1.54,0.0,0.0,0.006999999999999999,0.0,0.0,2.1999999999999997,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.02,0.0,5.59,0.0
Solutionised  + Artificially peak aged,397.0,486.0,8.8,0.0,90.44,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.26,0.0,0.0,2.21,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,5.53,0.0
Solutionised  + Artificially peak aged,505.0,570.0,11.0,0.0,90.07,0.0,0.0,0.0,0.0,0.0,0.22999999999999998,1.6,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59999999999999,0.0
Solutionised  + Artificially peak aged,515.1,579.6,15.4,0.0,90.06,0.0,0.0,0.0,0.0,0.0,0.19,1.53,0.0,0.0,0.08,0.0,0.0,2.2399999999999998,0.06,0.0,0.0,0.0,0.02,0.0,0.02,0.0,5.79999999999999,0.0
Solutionised  + Artificially peak aged,503.317261,572.264831,11.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.3,1.6,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59999999999999,0.0
Solutionised  + Artificially peak aged,472.0,519.0,7.8,0.0,89.87,0.0,0.0,0.0,0.0,0.0,0.22,1.49,0.0,0.0,0.16,0.0,0.0,2.54,0.1,0.0,0.0,0.0,0.11,0.0,0.1,0.0,5.41,0.0
Solutionised  + Artificially peak aged,475.0,524.0,3.3,0.0,89.55,0.0,0.0,0.0,0.0,0.0,0.02,1.63,0.0,0.0,0.22,0.0,0.0,2.3,0.02,0.0,0.0,0.0,0.12,0.0,0.04,0.0,6.1,0.0
Solutionised  + Artificially peak aged,444.5,507.0,6.0,0.0,89.3625538,0.0,0.0,0.0,0.0,0.0,0.23016109999999998,1.6011208,0.0,0.0,0.2501751,0.0,0.0,2.5017511999999997,0.1501051,0.0,0.0,0.0,0.2001401,0.0,0.10006999999999999,0.0,5.6039227,0.0
Solutionised  + Artificially peak aged,485.0,545.0,12.0,0.0,89.22,0.0,0.0,0.0,0.0,0.0,0.05,1.7500000000000002,0.0,0.0,0.15,0.0,0.0,2.35,0.1,0.0,0.0,0.0,0.12,0.0,0.06,0.0,6.2,0.0
Solutionised  + Artificially peak aged,535.0,610.0,15.6,0.0,89.05,0.0,0.0,0.0,0.0,0.0,0.0,2.1999999999999997,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0
Solutionised  + Artificially peak aged,500.0,570.0,11.0,0.0,88.67,0.0,0.0,0.0,0.0,0.0,0.22999999999999998,1.6,0.0,0.0,0.5,0.0,0.0,2.5,0.3,0.0,0.0,0.0,0.4,0.0,0.2,0.0,5.59999999999999,0.0
Solutionised  + Artificially peak aged,583.0,627.0,15.1,0.0,88.441,0.0,0.0,0.0,0.0,0.0,0.19,1.5599999999999998,0.0,0.0,0.009000000000000001,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,6.959999999999999,0.0
Solutionised  + Artificially peak aged,537.791046,606.738616,10.0,0.0,88.2,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.800000000000001,0.0
Solutionised  + Artificially peak aged,540.0,605.0,10.0,0.0,88.17,0.0,0.0,0.0,0.0,0.0,0.22999999999999998,2.0,0.0,0.0,0.0,0.0,0.0,2.79999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.800000000000001,0.0
Solutionised  + Artificially peak aged,532.0,592.0,11.0,0.0,87.82,0.0,0.0,0.0,0.0,0.0,0.15,1.6,0.0,0.0,0.12,0.0,0.0,2.1999999999999997,0.1,0.0,0.0,0.0,0.1,0.0,0.06,0.0,7.85,0.0
Solutionised  + Artificially peak aged,614.0,654.0,14.8,0.0,87.81099999999999,0.0,0.0,0.0,0.0,0.0,0.19,1.48,0.0,0.0,0.009000000000000001,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,7.739999999999999,0.0
Solutionised  + Artificially peak aged,602.0,643.0,14.1,0.0,87.622,0.0,0.0,0.0,0.0,0.0,0.19,1.55,0.0,0.0,0.02,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.008,0.0,0.01,0.0,7.84,0.0
Solutionised  + Artificially peak aged,499.0,556.0,4.0,0.0,87.62,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.1,0.0,0.0,3.9899999999999998,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.01,0.0
Solutionised  + Artificially peak aged,627.422887,675.686186,9.0,0.0,87.2,0.0,0.0,0.0,0.0,0.0,0.3,2.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3999999999999995,0.0
Solutionised  + Artificially peak aged,521.0,590.0,11.0,0.0,86.82,0.0,0.0,0.0,0.0,0.0,0.22999999999999998,2.0,0.0,0.0,0.5,0.0,0.0,2.75,0.3,0.0,0.0,0.0,0.4,0.0,0.2,0.0,6.800000000000001,0.0
Solutionised  + Artificially peak aged,727.0,786.0,5.0,0.0,86.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.2
Solutionised  + Artificially peak aged,634.0,677.0,12.0,0.0,86.1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,8.7,0.0
Solutionised  + Artificially peak aged,728.0,794.0,5.0,0.0,85.74000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.16
Solutionised  + Artificially peak aged,729.0,785.0,8.4,0.0,85.71,0.0,0.0,0.0,0.0,0.0,0.25,1.0999999999999999,0.0,0.0,0.0,0.0,0.0,2.79999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.13999999999999999
Solutionised  + Artificially peak aged,696.0,758.0,6.4,0.0,85.55,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.79999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.299999999999999,0.15
Solutionised  + Artificially peak aged,738.0,793.0,8.7,0.0,85.06,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,10.299999999999999,0.15
Solutionised  + Artificially peak aged,721.0,782.0,8.6,0.0,85.02,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,2.89999999999999,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,10.2,0.15
Solutionised  + Artificially peak aged,742.0,775.0,10.7,0.0,84.91,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,1.0999999999999999,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.44999999999999996,0.0,0.0,0.0,0.0,10.0,0.16
Solutionised  + Artificially peak aged,317.158822,379.211635,9.0,0.0,84.89999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,1.0999999999999999,0.0,0.8999999999999999,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0
Solutionised  + Artificially peak aged,748.0,790.0,10.0,0.0,83.96000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,3.5000000000000004,0.0,0.0,0.0,0.38999999999999996,0.0,0.0,0.0,0.0,10.8,0.15
Solutionised  + Artificially peak aged,790.0,820.0,5.8,0.0,82.88,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,3.3000000000000003,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,12.0,0.13
Solutionised  + Artificially peak aged,195.0,209.0,1.0,0.0,79.95,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.95,0.3,0.0,0.0,0.0,18.0,0.0,0.2,0.0,0.1,0.0
Solutionised  + Artificially peak aged,257.0,271.0,1.2,0.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.6,0.0,0.0,1.05,0.3,0.0,0.0,0.0,18.0,0.0,0.2,0.0,0.1,0.0
Solutionised  + Artificially peak aged,229.0,229.0,0.5,0.0,75.8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0999999999999999,0.3,0.0,0.0,0.0,22.0,0.0,0.2,0.0,0.1,0.0
Solutionised  + Artificially peak aged,257.0,257.0,0.5,0.0,75.44999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.6,0.0,0.0,1.0999999999999999,0.3,0.0,0.0,0.0,22.0,0.0,0.2,0.0,0.1,0.0
Solutionised  + Artificially peak aged,180.2,192.3,2.0,0.0,92.35,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.0,0.0,0.41000000000000003,0.0,0.0,0.0,0.0,7.02,0.0,0.13999999999999999,0.0,0.0,0.0
Solutionised  + Artificially peak aged,200.6,205.0,1.1,0.0,91.86,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,0.0,0.08,0.0,0.0,0.32,0.0,0.0,0.0,0.0,7.21,0.0,0.11,0.0,0.0,0.0
Solutionised  + Artificially peak aged,221.1,234.3,5.1,0.0,91.81,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.08,0.0,0.0,0.36,0.0,0.0,0.0,0.0,7.380000000000001,0.0,0.13999999999999999,0.0,0.0,0.0
