ID,Number,Al(at%),C(at%),Co(at%),Cr(at%),Cu(at%),Fe(at%),Mn(at%),Mo(at%),Nb(at%),Ni(at%),Ta(at%),Ti(at%),V(at%),W(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours,Processing_Description,YS(MPa),UTS(MPa),El(%)
273,780,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,20.0,1283,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K,490.0,951.0,44.0
274,390,0.0,3.3,9.67,9.67,0.0,38.68,38.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1373K,447.0,888.0,73.8
275,271,0.0,0.0,35.0,25.0,0.0,37.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1473,65.0,0,0.0,873,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 65.0% reduction. First heat treatment was performed at 873K for 1.0 hours,854.0,1213.0,14.0
276,815,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,10.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,338.0,752.0,43.0
277,695,0.54,0.0,1.99,18.02,0.0,3.15,0.0,9.15,0.0,66.84,0.0,0.0,0.0,0.32,1339,0.0,0,0.0,298,0.0,922,16000.0,Homogenization was performed at 1339K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 922K for 16000.0 hours,472.0,918.0,50.0
278,703,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1450,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1450K. First heat treatment was performed at 298K,340.0,760.0,48.9
279,297,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1173,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1173K,365.0,639.0,49.6
280,408,0.0,0.0,20.0,20.0,0.0,30.0,24.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,1173,0.08333,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1173K for 0.08333 hours,382.0,644.0,33.3
281,416,0.0,0.93,19.814,19.814,0.0,19.814,19.814,0.0,0.0,19.814,0.0,0.0,0.0,0.0,1323,91.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 91.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,401.0,1147.0,64.0
282,236,0.0,0.63,10.31,9.24,0.0,49.34,30.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,67.0,0,0.0,673,0.05,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 67.0% reduction. First heat treatment was performed at 673K for 0.05 hours,1280.0,1530.0,13.2
283,1042,0.0,0.0,10.0,10.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1173,10.0,0,0.0,First heat treatment was performed at 1173K for 10.0 hours,330.0,637.0,54.0
284,871,6.32,0.0,15.92,16.14,0.0,0.0,0.0,2.82,0.0,53.74,0.55,4.51,0.0,0.0,1453,0.0,0,0.0,298,0.0,1073,1.0,Homogenization was performed at 1453K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1073K for 1.0 hours,1224.0,1482.0,8.4
285,532,5.3,0.0,21.0,21.1,0.0,26.3,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,298,26.7,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. followed by cold rolling to 26.7% reduction. First heat treatment was performed at 298K,480.0,510.0,7.0
286,379,0.0,0.0,33.33,33.34,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1473,90.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,612.0,1034.0,57.3
287,568,17.0,0.0,14.3,14.3,0.0,28.6,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,731.0,1145.0,10.3
288,710,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1523,10.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,676.0,1124.0,39.0
289,1092,0.0,0.0,24.0,26.0,0.0,27.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,1123,1.0,0,0.0,Homogenization was performed at 1473K. First heat treatment was performed at 1123K for 1.0 hours,358.0,746.0,61.0
290,987,5.15,0.0,8.77,15.96,0.0,0.13,0.0,2.2,0.0,62.05,0.0,5.75,0.0,0.0,1473,0.0,1398,60.0,1123,4.0,1033,16.0,Homogenization was performed at 1473K. Recrystallization was carried out at 1398K for 60.0 minutes. First heat treatment was performed at 1123K for 4.0 hours. Secondary heat treatment was conducted at 1033K for 16.0 hours,1264.0,1602.0,12.2
291,964,5.2,0.0,13.85,17.42,0.0,0.2,0.0,1.69,0.0,55.84,0.0,5.8,0.0,0.0,1353,0.0,0,0.0,973,24.0,1088,16.0,Homogenization was performed at 1353K. First heat treatment was performed at 973K for 24.0 hours. Secondary heat treatment was conducted at 1088K for 16.0 hours,1235.0,1637.0,21.6
292,687,0.54,0.0,1.99,18.02,0.0,3.15,0.0,9.15,0.0,66.84,0.0,0.0,0.0,0.32,1339,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1339K. First heat treatment was performed at 298K,434.0,887.0,58.0
293,1015,24.475,0.0,24.475,24.475,0.0,24.475,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,813,20.0,0,0.0,First heat treatment was performed at 813K for 20.0 hours,1570.0,1850.0,12.1
294,716,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1523,20.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,565.0,1138.0,48.0
295,903,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,298,0.0,923,500.0,Homogenization was performed at 1423K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 923K for 500.0 hours,766.0,1374.0,29.4
296,621,7.0,0.0,23.23,23.23,0.0,23.23,0.0,0.0,0.0,23.31,0.0,0.0,0.0,0.0,298,90.0,0,0.0,1423,1.0,0,0.0,Homogenization was performed at 298K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1423K for 1.0 hours,159.0,410.0,65.0
297,1046,0.0,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,0.0,32.9,0.0,1473,0.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 1473K. First heat treatment was performed at 1273K for 1.0 hours,501.0,973.0,70.0
298,642,3.6,0.0,27.3,18.2,0.0,18.2,0.0,0.0,0.0,27.3,0.0,5.4,0.0,0.0,1423,0.0,0,0.0,298,0.0,1023,50.0,Homogenization was performed at 1423K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1023K for 50.0 hours,800.0,980.0,17.0
299,86,0.0,0.0,34.0,20.0,0.0,6.0,0.0,6.0,0.0,34.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,948,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 948K for 1.0 hours,1470.0,1470.0,15.0
300,255,9.09,0.0,18.182,18.182,0.0,18.182,18.182,0.0,0.0,18.182,0.0,0.0,0.0,0.0,1473,79.0,0,0.0,1373,0.16667,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 79.0% reduction. First heat treatment was performed at 1373K for 0.16667 hours,409.0,755.0,43.9
301,769,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,20.0,1505,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K,393.0,883.0,45.0
302,166,0.0,0.5,10.0,10.0,0.0,49.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K,238.0,739.0,56.5
303,589,1.1,0.0,24.6,24.6,0.0,24.6,0.0,0.0,0.0,24.6,0.0,0.5,0.0,0.0,1473,30.0,0,0.0,1273,2.0,1023,18.0,Homogenization was performed at 1473K. followed by cold rolling to 30.0% reduction. First heat treatment was performed at 1273K for 2.0 hours. Secondary heat treatment was conducted at 1023K for 18.0 hours,530.0,990.0,38.0
304,36,0.0,0.0,10.0,20.0,0.0,20.0,5.0,0.0,0.0,35.0,0.0,0.0,10.0,0.0,1373,75.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,479.0,832.0,39.0
305,605,7.0,0.0,23.33,23.33,0.0,23.33,0.0,0.0,0.0,23.01,0.0,0.0,0.0,0.0,1373,90.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1273K for 1.0 hours,550.0,800.0,64.0
306,177,2.44,0.0,24.39,24.39,0.0,24.39,0.0,0.0,0.0,24.39,0.0,0.0,0.0,0.0,1373,70.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,366.0,729.0,59.0
307,725,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1523,25.0,1505,6.0,298,0.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 25.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K,421.0,951.0,70.0
308,949,9.28,0.0,18.61,16.06,0.0,0.9,0.0,2.96,0.0,51.03,0.0,1.16,0.0,0.0,1473,0.0,0,0.0,298,0.0,1123,25.0,Homogenization was performed at 1473K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1123K for 25.0 hours,609.0,1051.0,23.5
309,913,8.35,0.0,8.12,16.16,0.0,0.11,0.0,2.96,0.0,60.24,0.0,4.07,0.0,0.0,1402,0.0,0,0.0,298,0.0,1255,4.0,Homogenization was performed at 1402K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1255K for 4.0 hours,1113.0,1550.0,24.0
310,904,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,298,0.0,1123,10.0,Homogenization was performed at 1423K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1123K for 10.0 hours,388.0,1192.0,53.6
311,1021,0.0,0.0,0.0,12.0,0.0,56.0,20.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 1473K. First heat treatment was performed at 1273K for 1.0 hours,223.0,460.0,58.0
312,804,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,50.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 298K,1145.0,1282.0,5.0
313,96,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1373,80.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,378.7,700.1,54.0
314,628,7.0,0.0,23.25,23.25,0.0,23.25,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,1373,60.0,0,0.0,298,0.0,873,24.0,Homogenization was performed at 1373K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 873K for 24.0 hours,500.0,900.0,63.0
315,253,3.7,0.0,18.52,18.52,3.7,18.52,0.0,0.0,0.0,37.04,0.0,0.0,0.0,0.0,1473,93.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 93.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,719.0,1048.0,30.4
316,813,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,40.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,400.0,786.0,37.0
317,639,5.0,0.0,22.3,22.3,0.0,22.3,0.0,0.0,0.0,22.1,0.0,6.0,0.0,0.0,1423,80.0,1423,1.5,298,0.0,1050,4.0,Homogenization was performed at 1423K. followed by cold rolling to 80.0% reduction. Recrystallization was carried out at 1423K for 1.5 minutes. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1050K for 4.0 hours,1100.0,1570.0,26.0
318,761,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,40.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,524.0,979.0,36.0
319,516,7.0,0.0,23.3,23.2,0.0,23.2,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,298,0.0,1423,2.0,298,0.0,0,0.0,Homogenization was performed at 298K. Recrystallization was carried out at 1423K for 2.0 minutes. First heat treatment was performed at 298K,263.0,589.0,60.0
320,618,16.67,0.0,16.67,16.67,0.0,16.66,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,545.0,1030.0,16.5
321,938,2.5,0.0,17.18,20.55,0.0,2.01,0.0,0.0,0.0,55.29,0.0,2.47,0.0,0.0,1353,0.0,0,0.0,973,16.0,1123,4.0,Homogenization was performed at 1353K. First heat treatment was performed at 973K for 16.0 hours. Secondary heat treatment was conducted at 1123K for 4.0 hours,672.0,959.0,14.0
322,218,0.0,0.0,10.0,10.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,1173,0.05,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1173K for 0.05 hours,288.0,697.0,68.0
323,424,4.76,0.0,23.81,23.81,0.0,23.81,0.0,0.0,0.0,23.81,0.0,0.0,0.0,0.0,1373,80.0,0,0.0,823,25.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 823K for 25.0 hours,1443.0,1544.0,3.1
324,865,1.41,0.0,0.16,20.48,0.0,19.01,0.0,1.82,3.1,52.94,0.0,1.08,0.0,0.0,1353,0.0,0,0.0,993,8.0,893,8.0,Homogenization was performed at 1353K. First heat treatment was performed at 993K for 8.0 hours. Secondary heat treatment was conducted at 893K for 8.0 hours,1268.0,1476.0,17.7
325,429,6.96,0.0,23.26,23.26,0.0,23.26,0.0,0.0,0.0,23.26,0.0,0.0,0.0,0.0,1423,90.0,0,0.0,1173,0.5,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1173K for 0.5 hours,940.0,1095.0,28.1
326,837,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,20.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,455.0,855.0,35.0
327,905,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,298,0.0,1123,200.0,Homogenization was performed at 1423K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1123K for 200.0 hours,440.0,943.0,22.8
328,229,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1423,95.0,0,0.0,1373,1.0,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 95.0% reduction. First heat treatment was performed at 1373K for 1.0 hours,259.0,599.0,45.05
329,5,0.0,0.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,45.0,0.0,0.0,20.0,0.0,1373,75.0,0,0.0,1223,0.166666667,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1223K for 0.166666667 hours,555.0,976.0,45.6
330,839,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,40.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,483.0,889.0,35.0
331,713,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1523,25.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 25.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,614.0,1165.0,44.0
332,956,5.2,0.0,13.85,17.42,0.0,0.2,0.0,1.69,0.0,55.84,0.0,5.8,0.0,0.0,1353,0.0,0,0.0,298,0.0,923,24.0,Homogenization was performed at 1353K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 923K for 24.0 hours,1063.0,1547.0,27.0
333,679,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1144,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1144K. First heat treatment was performed at 298K,452.0,895.0,51.7
334,809,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,50.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,462.0,814.0,34.0
335,611,17.0,0.0,0.0,17.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,780.0,17.0,17.0
336,796,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,30.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,365.0,841.0,56.0
337,754,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,20.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,558.0,979.0,36.0
338,99,0.0,0.0,10.0,10.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,1173,0.05,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1173K for 0.05 hours,272.0,567.0,47.0
339,875,7.66,0.0,1.85,20.92,0.0,26.78,0.0,0.28,0.09,41.93,0.0,0.34,0.0,0.15,1394,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1394K. First heat treatment was performed at 298K,357.0,734.0,49.0
340,798,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,50.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,352.0,820.0,58.0
341,638,2.5,0.0,30.7,0.0,0.0,30.7,0.0,0.0,0.0,30.6,0.0,5.5,0.0,0.0,1473,85.0,1423,3.0,1243,0.08,1073,1.0,Homogenization was performed at 1473K. followed by cold rolling to 85.0% reduction. Recrystallization was carried out at 1423K for 3.0 minutes. First heat treatment was performed at 1243K for 0.08 hours. Secondary heat treatment was conducted at 1073K for 1.0 hours,1355.0,1488.0,8.0
342,441,7.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,1373,66.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 66.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,955.0,1445.0,30.2
343,565,19.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,577.0,1103.0,18.7
344,48,0.0,0.0,17.5,12.5,0.0,55.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,1423,50.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 1273K for 1.0 hours,264.0,652.0,81.2
345,33,0.0,0.0,24.0,20.0,0.0,8.0,0.0,0.0,0.0,33.0,0.0,0.0,15.0,0.0,1373,75.0,0,0.0,1473,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1473K for 1.0 hours,340.0,748.0,67.9
346,850,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,50.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,317.0,758.0,48.0
347,208,0.0,0.0,18.0,12.5,0.0,55.0,0.0,7.5,0.0,7.0,0.0,0.0,0.0,0.0,1523,79.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 79.0% reduction. First heat treatment was performed at 1273K for 1.0 hours,684.0,1078.0,48.1
348,136,6.96,0.0,23.26,23.26,0.0,23.26,0.0,0.0,0.0,23.26,0.0,0.0,0.0,0.0,1373,70.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,428.0,818.0,45.0
349,28,0.0,0.0,30.0,15.0,0.0,14.0,0.0,0.0,0.0,26.0,0.0,0.0,15.0,0.0,1373,75.0,0,0.0,1373,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1373K for 1.0 hours,323.0,745.0,71.2
350,940,9.83,0.0,18.96,15.86,0.0,0.1,0.0,2.94,0.0,50.82,0.0,1.48,0.0,0.0,1423,0.0,1333,960.0,1123,16.0,1023,300.0,Homogenization was performed at 1423K. Recrystallization was carried out at 1333K for 960.0 minutes. First heat treatment was performed at 1123K for 16.0 hours. Secondary heat treatment was conducted at 1023K for 300.0 hours,850.0,1031.0,37.0
351,242,0.0,0.0,20.0,26.0,0.0,20.0,20.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K,190.0,424.0,52.8
352,549,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,33.34,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1123,2.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1123K for 2.0 hours,390.0,851.0,76.0
353,843,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,30.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,421.0,848.0,39.0
354,410,0.0,0.0,20.0,20.0,0.0,34.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,1073,0.08333,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1073K for 0.08333 hours,470.0,795.0,68.5
355,303,9.09,0.0,18.182,18.182,18.182,18.182,0.0,0.0,0.0,18.182,0.0,0.0,0.0,0.0,1273,80.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,793.0,870.0,21.5
356,453,0.0,0.0,23.0,20.0,0.0,20.0,20.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1473,65.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 65.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,320.0,666.0,56.4
357,745,0.0,0.0,41.63,26.62,0.0,3.38,0.0,0.0,0.0,23.58,0.0,0.0,0.0,4.79,1473,30.0,1505,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K,400.0,903.0,63.0
358,423,4.76,0.0,23.81,23.81,0.0,23.81,0.0,0.0,0.0,23.81,0.0,0.0,0.0,0.0,1373,80.0,0,0.0,823,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 823K for 1.0 hours,1312.0,1404.0,6.9
359,657,0.0,0.0,23.8,23.8,0.0,23.8,0.0,0.0,0.0,23.8,0.0,4.8,0.0,0.0,1473,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1473K. First heat treatment was performed at 298K,280.0,650.0,47.0
360,561,3.0,0.0,31.33,31.33,0.0,0.0,0.0,0.0,0.0,31.33,0.0,3.0,0.0,0.0,1473,66.0,1433,3.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 66.0% reduction. Recrystallization was carried out at 1433K for 3.0 minutes. First heat treatment was performed at 298K,450.0,860.0,60.0
361,140,6.96,0.0,23.26,23.26,0.0,23.26,0.0,0.0,0.0,23.26,0.0,0.0,0.0,0.0,1373,70.0,0,0.0,1323,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1323K for 1.0 hours,290.0,658.0,43.0
362,63,0.0,0.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1473,50.0,0,0.0,923,0.166666667,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 923K for 0.166666667 hours,740.0,800.0,16.0
