author,title,source,year,doi,mat_type,list,temperature,temperature_unit,yield_strength,yield_strength_unit,ultimate_strength,ultimate_strength_unit,elongation,elongation_unit,impact_energy,impact_energy_unit,mat_name,ratio_type,composition,composition_at,Al,Co,Cr,Fe,Ni,Ti,Ta,V,Mn,Cu,Mo,C,W,Nb,processing_ingot_desc,processing_ingot_size,processing_types,homogenization_temperature,annealing_temperature,annealing_time,processing_description,testing_test_type,testing_test_tem,testing_test_tem_unit,testing_test_env,testing_refrigerant,testing_test_mac,testing_test_standard,testing_load_ctrl,testing_spec_desc,testing_spec_shape,testing_spec_size,testing_spec_standard,testing_spec_dir,testing_spec_notch,score,testing_rate1_value,testing_rate1_unit,recrystallization_temperature,recrystallization_time,aging_temperature,aging_time
"Sun, J; Zhao, WX; Yan, P; Xia, XZ; Jiao, L; Wang, XB",Effect of temperature and strain rate on quasi-static and dynamic compressive behavior of forged CrMnFeCoNi high entropy alloy,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2023,10.1016/j.msea.2023.144846,HEA,16,623,K,640.0,MPa,,MPa,,%,,J,CrMnFeCoNi,at.%,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,cylindrical,"[110.0, 190.0]",vacuum induction melting; free forging,,,,"vacuum induction melting environment: argon atmosphere; free forging at 1473.0 K equipment: air forging hammer (C41-750 KG, China)",compression,623,K,,,"split Hopkinson pressure bar (SHPB) device (ZD-SHPB-12-1000, China)",,strain,cylindrical,circular,"3, 3",ASTM,axial,,0.7407407407407407,7000,s-1,,,,
"Sun, J; Zhao, WX; Yan, P; Xia, XZ; Jiao, L; Wang, XB",Effect of temperature and strain rate on quasi-static and dynamic compressive behavior of forged CrMnFeCoNi high entropy alloy,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2023,10.1016/j.msea.2023.144846,HEA,17,623,K,1076.3,MPa,,MPa,,%,,J,CrMnFeCoNi,at.%,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,cylindrical,"[110.0, 190.0]",vacuum induction melting; free forging,,,,"vacuum induction melting environment: argon atmosphere; free forging at 1473.0 K equipment: air forging hammer (C41-750 KG, China)",compression,623,K,,,"split Hopkinson pressure bar (SHPB) device (ZD-SHPB-12-1000, China)",,strain,cylindrical,circular,"3, 3",ASTM,axial,,0.7407407407407407,10000,s-1,,,,
"Sun, J; Zhao, WX; Yan, P; Xia, XZ; Jiao, L; Wang, XB",Effect of temperature and strain rate on quasi-static and dynamic compressive behavior of forged CrMnFeCoNi high entropy alloy,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2023,10.1016/j.msea.2023.144846,HEA,18,623,K,985.1,MPa,,MPa,,%,,J,CrMnFeCoNi,at.%,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,cylindrical,"[110.0, 190.0]",vacuum induction melting; free forging,,,,"vacuum induction melting environment: argon atmosphere; free forging at 1473.0 K equipment: air forging hammer (C41-750 KG, China)",compression,623,K,,,"split Hopkinson pressure bar (SHPB) device (ZD-SHPB-12-1000, China)",,strain,cylindrical,circular,"3, 3",ASTM,axial,,0.7407407407407407,10000,s-1,,,,
"Sun, J; Zhao, WX; Yan, P; Xia, XZ; Jiao, L; Wang, XB",Effect of temperature and strain rate on quasi-static and dynamic compressive behavior of forged CrMnFeCoNi high entropy alloy,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2023,10.1016/j.msea.2023.144846,HEA,19,923,K,843.7,MPa,,MPa,,%,,J,CrMnFeCoNi,at.%,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,cylindrical,"[110.0, 190.0]",vacuum induction melting; free forging,,,,"vacuum induction melting environment: argon atmosphere; free forging at 1473.0 K equipment: air forging hammer (C41-750 KG, China)",compression,923,K,,,"split Hopkinson pressure bar (SHPB) device (ZD-SHPB-12-1000, China)",,strain,cylindrical,circular,"3, 3",ASTM,axial,,0.7407407407407407,10000,s-1,,,,
"Sun, J; Zhao, WX; Yan, P; Xia, XZ; Jiao, L; Wang, XB",Effect of temperature and strain rate on quasi-static and dynamic compressive behavior of forged CrMnFeCoNi high entropy alloy,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2023,10.1016/j.msea.2023.144846,HEA,20,923,K,697.9,MPa,,MPa,,%,,J,CrMnFeCoNi,at.%,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,cylindrical,"[110.0, 190.0]",vacuum induction melting; free forging,,,,"vacuum induction melting environment: argon atmosphere; free forging at 1473.0 K equipment: air forging hammer (C41-750 KG, China)",compression,923,K,,,"split Hopkinson pressure bar (SHPB) device (ZD-SHPB-12-1000, China)",,strain,cylindrical,circular,"3, 3",ASTM,axial,,0.7407407407407407,10000,s-1,,,,
"Sun, J; Zhao, WX; Yan, P; Xia, XZ; Jiao, L; Wang, XB",Effect of temperature and strain rate on quasi-static and dynamic compressive behavior of forged CrMnFeCoNi high entropy alloy,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,2023,10.1016/j.msea.2023.144846,HEA,21,923,K,682.5,MPa,,MPa,,%,,J,CrMnFeCoNi,at.%,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,Cr19.25Mn19.91Fe19.76Co20.35Ni20.73,0.0,20.35,19.25,19.76,20.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,0.0,0.0,cylindrical,"[110.0, 190.0]",vacuum induction melting; free forging,,,,"vacuum induction melting environment: argon atmosphere; free forging at 1473.0 K equipment: air forging hammer (C41-750 KG, China)",compression,923,K,,,"split Hopkinson pressure bar (SHPB) device (ZD-SHPB-12-1000, China)",,strain,cylindrical,circular,"3, 3",ASTM,axial,,0.7407407407407407,10000,s-1,,,,
"Yang, T; Zhao, YL; Luan, JH; Han, B; Wei, J; Kai, JJ; Liu, CT",Nanoparticles-strengthened high-entropy alloys for cryogenic applications showing an exceptional strength-ductility synergy,SCRIPTA MATERIALIA,2019,10.1016/j.scriptamat.2019.01.034,HEA,1,77,K,,MPa,1700.0,MPa,51.0,%,,J,Ni30Co30Fe13Cr15Al6Ti6,at.%,Ni30.0Co30.0Fe13.0Cr15.0Al6.0Ti6.0,Ni30.0Co30.0Fe13.0Cr15.0Al6.0Ti6.0,6.0,30.0,15.0,13.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],arc-melting; solution treatment; cold rolling; recrystallization; annealing; oil quenching,1423.0,1073.0,4.0,arc-melting atmosphere: Tigettered argon; solution treatment at 1423.0 K for 2.0 h; cold rolling reduction unit: % reduction value: [65.0]; recrystallization at 1423.0 K for 2.0 min; annealing at 1073.0 K for 4.0 h; oil quenching,tensile,77,K,,,"Material Testing System (MTS, Alliance RT30)",,strain,dog-bone-shaped,rectangular,"12.5, 3.2, 1.5",,,,0.5925925925925926,0.001,s-1,1423.0,2.0,,
"Yang, T; Zhao, YL; Luan, JH; Han, B; Wei, J; Kai, JJ; Liu, CT",Nanoparticles-strengthened high-entropy alloys for cryogenic applications showing an exceptional strength-ductility synergy,SCRIPTA MATERIALIA,2019,10.1016/j.scriptamat.2019.01.034,HEA,2,293,K,925.0,MPa,1310.0,MPa,43.0,%,,J,Ni30Co30Fe13Cr15Al6Ti6,at.%,Ni30.0Co30.0Fe13.0Cr15.0Al6.0Ti6.0,Ni30.0Co30.0Fe13.0Cr15.0Al6.0Ti6.0,6.0,30.0,15.0,13.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],arc-melting; solution treatment; cold rolling; recrystallization; annealing; oil quenching,1423.0,1073.0,4.0,arc-melting atmosphere: Tigettered argon; solution treatment at 1423.0 K for 2.0 h; cold rolling reduction unit: % reduction value: [65.0]; recrystallization at 1423.0 K for 2.0 min; annealing at 1073.0 K for 4.0 h; oil quenching,tensile,293,K,,,"Material Testing System (MTS, Alliance RT30)",,strain,dog-bone-shaped,rectangular,"12.5, 3.2, 1.5",,,,0.6296296296296297,0.001,s-1,1423.0,2.0,,
"Tang, L; Yan, K; Cai, B; Wang, YQ; Liu, B; Kabra, S; Attallah, MM; Liu, Y",Deformation mechanisms of FeCoCrNiMo0.2 high entropy alloy at 77 and 15 K,SCRIPTA MATERIALIA,2020,10.1016/j.scriptamat.2019.11.026,HEA,1,293,K,376.0,MPa,767.0,MPa,52.5,%,,J,FeCoCrNiMo0.2,at.%,Fe24.95Co24.95Cr24.95Ni24.95Mo0.2,Fe24.95Co24.95Cr24.95Ni24.95Mo0.2,0.0,24.95,24.95,24.95,24.95,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,[],powder metallurgy,,,,powder metallurgy,tensile,293,K,cryogenic chamber cooled by liquid helium,liquid helium,100 kN Instron stress rig,,,Dog-bone,circular,"34.5, 8",,,,0.6296296296296297,,,,,,
"Tang, L; Yan, K; Cai, B; Wang, YQ; Liu, B; Kabra, S; Attallah, MM; Liu, Y",Deformation mechanisms of FeCoCrNiMo0.2 high entropy alloy at 77 and 15 K,SCRIPTA MATERIALIA,2020,10.1016/j.scriptamat.2019.11.026,HEA,2,77,K,637.0,MPa,1212.0,MPa,71.2,%,,J,FeCoCrNiMo0.2,at.%,Fe24.95Co24.95Cr24.95Ni24.95Mo0.2,Fe24.95Co24.95Cr24.95Ni24.95Mo0.2,0.0,24.95,24.95,24.95,24.95,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,[],powder metallurgy,,,,powder metallurgy,tensile,77,K,cryogenic chamber cooled by liquid helium,liquid helium,100 kN Instron stress rig,,,Dog-bone,circular,"34.5, 8",,,,0.6296296296296297,,,,,,
"Tang, L; Yan, K; Cai, B; Wang, YQ; Liu, B; Kabra, S; Attallah, MM; Liu, Y",Deformation mechanisms of FeCoCrNiMo0.2 high entropy alloy at 77 and 15 K,SCRIPTA MATERIALIA,2020,10.1016/j.scriptamat.2019.11.026,HEA,3,15,K,710.0,MPa,1423.0,MPa,41.8,%,,J,FeCoCrNiMo0.2,at.%,Fe24.95Co24.95Cr24.95Ni24.95Mo0.2,Fe24.95Co24.95Cr24.95Ni24.95Mo0.2,0.0,24.95,24.95,24.95,24.95,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,[],powder metallurgy,,,,powder metallurgy,tensile,15,K,cryogenic chamber cooled by liquid helium,liquid helium,100 kN Instron stress rig,,,Dog-bone,circular,"34.5, 8",,,,0.6296296296296297,,,,,,
"Wen, XC; Zhu, L; Naeem, M; Huang, HL; Jiang, SH; Wang, H; Liu, XJ; Zhang, XB; Wang, XL; Wu, Y; Lu, ZP",Strong work-hardenable body-centered-cubic high-entropy alloys at cryogenic temperature,SCRIPTA MATERIALIA,2023,10.1016/j.scriptamat.2023.115434,HEA,1,77,K,1494.0,MPa,1557.0,MPa,,%,,J,TiZrHfNb1Ta0.2,at.%,Ti32.93Zr32.93Hf32.93Nb1Ta0.2,Ti32.93Zr32.93Hf32.93Nb1Ta0.2,0.0,0.0,0.0,0.0,0.0,32.93,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,rectangular,"[60.0, 10.0, 10.0]",arc melting; re-melting; drop casting,,,,arc melting equipment: argon atmosphere; re-melting; drop casting,tensile,77,K,,,UTM4204 universal electronic testing machine,,,dog-bone,rectangular,"15, 3, 1.3",,,,0.6666666666666666,0.001,s-1,,,,
"Wen, XC; Zhu, L; Naeem, M; Huang, HL; Jiang, SH; Wang, H; Liu, XJ; Zhang, XB; Wang, XL; Wu, Y; Lu, ZP",Strong work-hardenable body-centered-cubic high-entropy alloys at cryogenic temperature,SCRIPTA MATERIALIA,2023,10.1016/j.scriptamat.2023.115434,HEA,2,77,K,950.0,MPa,1498.0,MPa,,%,,J,TiZrHfNb0.4Ta0.2,at.%,Ti33.13Zr33.13Hf33.13Nb0.4Ta0.2,Ti33.13Zr33.13Hf33.13Nb0.4Ta0.2,0.0,0.0,0.0,0.0,0.0,33.13,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,rectangular,"[60.0, 10.0, 10.0]",arc melting; re-melting; drop casting,,,,arc melting equipment: argon atmosphere; re-melting; drop casting,tensile,77,K,,,UTM4204 universal electronic testing machine,,,dog-bone,rectangular,"15, 3, 1.3",,,,0.6666666666666666,0.001,s-1,,,,
"Wen, XC; Zhu, L; Naeem, M; Huang, HL; Jiang, SH; Wang, H; Liu, XJ; Zhang, XB; Wang, XL; Wu, Y; Lu, ZP",Strong work-hardenable body-centered-cubic high-entropy alloys at cryogenic temperature,SCRIPTA MATERIALIA,2023,10.1016/j.scriptamat.2023.115434,HEA,3,77,K,886.0,MPa,1500.0,MPa,,%,,J,TiZrHfNb0.3Ta0.2,at.%,Ti33.17Zr33.17Hf33.17Nb0.3Ta0.2,Ti33.17Zr33.17Hf33.17Nb0.3Ta0.2,0.0,0.0,0.0,0.0,0.0,33.17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,rectangular,"[60.0, 10.0, 10.0]",arc melting; re-melting; drop casting,,,,arc melting equipment: argon atmosphere; re-melting; drop casting,tensile,77,K,,,UTM4204 universal electronic testing machine,,,dog-bone,rectangular,"15, 3, 1.3",,,,0.6666666666666666,0.001,s-1,,,,
"Jo, YH; Choi, WM; Kim, DG; Zargaran, A; Sohn, SS; Kim, HS; Lee, BJ; Kim, NJ; Lee, S",FCC to BCC transformation-induced plasticity based on thermodynamic phase stability in novel V10Cr10Fe45CoxNi35-x medium-entropy alloys,SCIENTIFIC REPORTS,2019,10.1038/s41598-019-39570-y,MEA,1,298,K,339.0,MPa,684.0,MPa,47.0,%,,J,V10Cr10Fe45Co10Ni25,,V10.0Cr10.0Fe45.0Co10.0Ni25.0,V10.0Cr10.0Fe45.0Co10.0Ni25.0,0.0,10.0,10.0,45.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,ratangular,"[100.0, 35.0, 8.0]",vacuum induction melting; casting; homogenization; sand blasting; cold rolling; annealing; water quenching,1373.0,1173.0,10.0,vacuum induction melting equipment: vacuum induction melting furnace; casting; homogenization at 1373.0 K for 6.0 h; sand blasting; cold rolling reduction unit: % reduction value: [75.0]; annealing at 1173.0 K for 10.0 min; water quenching,tensile,298,K,,,"100-kN-capacity universal testing machine (model; 8801, Instron, Canton, MA, USA)",,,dog-bone-shaped ,rectangular,"6.4, 2.5, 1.5",,longitudinal orientation,,0.6666666666666666,0.0064,mm/s,,,,
"Jo, YH; Choi, WM; Kim, DG; Zargaran, A; Sohn, SS; Kim, HS; Lee, BJ; Kim, NJ; Lee, S",FCC to BCC transformation-induced plasticity based on thermodynamic phase stability in novel V10Cr10Fe45CoxNi35-x medium-entropy alloys,SCIENTIFIC REPORTS,2019,10.1038/s41598-019-39570-y,MEA,2,77,K,468.0,MPa,996.0,MPa,69.4,%,,J,V10Cr10Fe45Co10Ni25,,V10.0Cr10.0Fe45.0Co10.0Ni25.0,V10.0Cr10.0Fe45.0Co10.0Ni25.0,0.0,10.0,10.0,45.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,ratangular,"[100.0, 35.0, 8.0]",vacuum induction melting; casting; homogenization; sand blasting; cold rolling; annealing; water quenching,1373.0,1173.0,10.0,vacuum induction melting equipment: vacuum induction melting furnace; casting; homogenization at 1373.0 K for 6.0 h; sand blasting; cold rolling reduction unit: % reduction value: [75.0]; annealing at 1173.0 K for 10.0 min; water quenching,tensile,77,K,,,"100-kN-capacity universal testing machine (model; 8801, Instron, Canton, MA, USA)",,,dog-bone-shaped ,rectangular,"6.4, 2.5, 1.5",,longitudinal orientation,,0.6666666666666666,0.0064,mm/s,,,,
"Jo, YH; Choi, WM; Kim, DG; Zargaran, A; Sohn, SS; Kim, HS; Lee, BJ; Kim, NJ; Lee, S",FCC to BCC transformation-induced plasticity based on thermodynamic phase stability in novel V10Cr10Fe45CoxNi35-x medium-entropy alloys,SCIENTIFIC REPORTS,2019,10.1038/s41598-019-39570-y,MEA,3,298,K,345.0,MPa,689.0,MPa,52.6,%,,J,V10Cr10Fe45Co20Ni15,,V10.0Cr10.0Fe45.0Co20.0Ni15.0,V10.0Cr10.0Fe45.0Co20.0Ni15.0,0.0,20.0,10.0,45.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,ratangular,"[100.0, 35.0, 8.0]",vacuum induction melting; casting; homogenization; sand blasting; cold rolling; annealing; water quenching,1373.0,1173.0,10.0,vacuum induction melting equipment: vacuum induction melting furnace; casting; homogenization at 1373.0 K for 6.0 h; sand blasting; cold rolling reduction unit: % reduction value: [75.0]; annealing at 1173.0 K for 10.0 min; water quenching,tensile,298,K,,,"100-kN-capacity universal testing machine (model; 8801, Instron, Canton, MA, USA)",,,dog-bone-shaped ,rectangular,"6.4, 2.5, 1.5",,longitudinal orientation,,0.6666666666666666,0.0064,mm/s,,,,
"Jo, YH; Choi, WM; Kim, DG; Zargaran, A; Sohn, SS; Kim, HS; Lee, BJ; Kim, NJ; Lee, S",FCC to BCC transformation-induced plasticity based on thermodynamic phase stability in novel V10Cr10Fe45CoxNi35-x medium-entropy alloys,SCIENTIFIC REPORTS,2019,10.1038/s41598-019-39570-y,MEA,4,77,K,533.0,MPa,1092.0,MPa,76.3,%,,J,V10Cr10Fe45Co20Ni15,,V10.0Cr10.0Fe45.0Co20.0Ni15.0,V10.0Cr10.0Fe45.0Co20.0Ni15.0,0.0,20.0,10.0,45.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,ratangular,"[100.0, 35.0, 8.0]",vacuum induction melting; casting; homogenization; sand blasting; cold rolling; annealing; water quenching,1373.0,1173.0,10.0,vacuum induction melting equipment: vacuum induction melting furnace; casting; homogenization at 1373.0 K for 6.0 h; sand blasting; cold rolling reduction unit: % reduction value: [75.0]; annealing at 1173.0 K for 10.0 min; water quenching,tensile,77,K,,,"100-kN-capacity universal testing machine (model; 8801, Instron, Canton, MA, USA)",,,dog-bone-shaped ,rectangular,"6.4, 2.5, 1.5",,longitudinal orientation,,0.6666666666666666,0.0064,mm/s,,,,
"Jo, YH; Choi, WM; Kim, DG; Zargaran, A; Sohn, SS; Kim, HS; Lee, BJ; Kim, NJ; Lee, S",FCC to BCC transformation-induced plasticity based on thermodynamic phase stability in novel V10Cr10Fe45CoxNi35-x medium-entropy alloys,SCIENTIFIC REPORTS,2019,10.1038/s41598-019-39570-y,MEA,5,298,K,348.0,MPa,714.0,MPa,62.0,%,,J,V10Cr10Fe45Co30Ni5,,V10.0Cr10.0Fe45.0Co30.0Ni5.0,V10.0Cr10.0Fe45.0Co30.0Ni5.0,0.0,30.0,10.0,45.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,ratangular,"[100.0, 35.0, 8.0]",vacuum induction melting; casting; homogenization; sand blasting; cold rolling; annealing; water quenching,1373.0,1173.0,10.0,vacuum induction melting equipment: vacuum induction melting furnace; casting; homogenization at 1373.0 K for 6.0 h; sand blasting; cold rolling reduction unit: % reduction value: [75.0]; annealing at 1173.0 K for 10.0 min; water quenching,tensile,298,K,,,"100-kN-capacity universal testing machine (model; 8801, Instron, Canton, MA, USA)",,,dog-bone-shaped ,rectangular,"6.4, 2.5, 1.5",,longitudinal orientation,,0.6666666666666666,0.0064,mm/s,,,,
"Jo, YH; Choi, WM; Kim, DG; Zargaran, A; Sohn, SS; Kim, HS; Lee, BJ; Kim, NJ; Lee, S",FCC to BCC transformation-induced plasticity based on thermodynamic phase stability in novel V10Cr10Fe45CoxNi35-x medium-entropy alloys,SCIENTIFIC REPORTS,2019,10.1038/s41598-019-39570-y,MEA,6,77,K,601.0,MPa,1291.0,MPa,81.7,%,,J,V10Cr10Fe45Co30Ni5,,V10.0Cr10.0Fe45.0Co30.0Ni5.0,V10.0Cr10.0Fe45.0Co30.0Ni5.0,0.0,30.0,10.0,45.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,ratangular,"[100.0, 35.0, 8.0]",vacuum induction melting; casting; homogenization; sand blasting; cold rolling; annealing; water quenching,1373.0,1173.0,10.0,vacuum induction melting equipment: vacuum induction melting furnace; casting; homogenization at 1373.0 K for 6.0 h; sand blasting; cold rolling reduction unit: % reduction value: [75.0]; annealing at 1173.0 K for 10.0 min; water quenching,tensile,77,K,,,"100-kN-capacity universal testing machine (model; 8801, Instron, Canton, MA, USA)",,,dog-bone-shaped ,rectangular,"6.4, 2.5, 1.5",,longitudinal orientation,,0.6666666666666666,0.0064,mm/s,,,,
"Jo, YH; Choi, WM; Kim, DG; Zargaran, A; Sohn, SS; Kim, HS; Lee, BJ; Kim, NJ; Lee, S",FCC to BCC transformation-induced plasticity based on thermodynamic phase stability in novel V10Cr10Fe45CoxNi35-x medium-entropy alloys,SCIENTIFIC REPORTS,2019,10.1038/s41598-019-39570-y,MEA,7,298,K,427.0,MPa,745.0,MPa,70.1,%,,J,V10Cr10Fe45Co35,,V10.0Cr10.0Fe45.0Co35.0,V10.0Cr10.0Fe45.0Co35.0,0.0,35.0,10.0,45.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,ratangular,"[100.0, 35.0, 8.0]",vacuum induction melting; casting; homogenization; sand blasting; cold rolling; annealing; water quenching,1373.0,1173.0,10.0,vacuum induction melting equipment: vacuum induction melting furnace; casting; homogenization at 1373.0 K for 6.0 h; sand blasting; cold rolling reduction unit: % reduction value: [75.0]; annealing at 1173.0 K for 10.0 min; water quenching,tensile,298,K,,,"100-kN-capacity universal testing machine (model; 8801, Instron, Canton, MA, USA)",,,dog-bone-shaped ,rectangular,"6.4, 2.5, 1.5",,longitudinal orientation,,0.6666666666666666,0.0064,mm/s,,,,
"Jo, YH; Choi, WM; Kim, DG; Zargaran, A; Sohn, SS; Kim, HS; Lee, BJ; Kim, NJ; Lee, S",FCC to BCC transformation-induced plasticity based on thermodynamic phase stability in novel V10Cr10Fe45CoxNi35-x medium-entropy alloys,SCIENTIFIC REPORTS,2019,10.1038/s41598-019-39570-y,MEA,8,77,K,653.0,MPa,1623.0,MPa,65.0,%,,J,V10Cr10Fe45Co35,,V10.0Cr10.0Fe45.0Co35.0,V10.0Cr10.0Fe45.0Co35.0,0.0,35.0,10.0,45.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,ratangular,"[100.0, 35.0, 8.0]",vacuum induction melting; casting; homogenization; sand blasting; cold rolling; annealing; water quenching,1373.0,1173.0,10.0,vacuum induction melting equipment: vacuum induction melting furnace; casting; homogenization at 1373.0 K for 6.0 h; sand blasting; cold rolling reduction unit: % reduction value: [75.0]; annealing at 1173.0 K for 10.0 min; water quenching,tensile,77,K,,,"100-kN-capacity universal testing machine (model; 8801, Instron, Canton, MA, USA)",,,dog-bone-shaped ,rectangular,"6.4, 2.5, 1.5",,longitudinal orientation,,0.6666666666666666,0.0064,mm/s,,,,
"Lin, GX; Guo, RP; Shi, XH; Han, LA; Qiao, JW",Lightweight Multiprincipal Element Alloys with Excellent Mechanical Properties at Room and Cryogenic Temperatures,ENTROPY,2022,10.3390/e24121777,HEA,1,298,K,536.0,MPa,,MPa,,%,,J,Ti70Al15V15,atomic percent (at. %),Ti70.0Al15.0V15.0,Ti70.0Al15.0V15.0,15.0,0.0,0.0,0.0,0.0,70.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[80.0, 10.0, 6.0]",arc melting; suction casting,,,,arc melting environment: Ti-getter argon atmosphere; suction casting method: water-cooled copper mold,tensile,298,K,,,Instron 5969 universal testing machine,,strain,dog-bone,rectangular,"10, 3, 1.5",,,,0.7037037037037037,0.001,s-1,,,,
"Lin, GX; Guo, RP; Shi, XH; Han, LA; Qiao, JW",Lightweight Multiprincipal Element Alloys with Excellent Mechanical Properties at Room and Cryogenic Temperatures,ENTROPY,2022,10.3390/e24121777,HEA,2,77,K,895.0,MPa,,MPa,,%,,J,Ti70Al15V15,atomic percent (at. %),Ti70.0Al15.0V15.0,Ti70.0Al15.0V15.0,15.0,0.0,0.0,0.0,0.0,70.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[80.0, 10.0, 6.0]",arc melting; suction casting,,,,arc melting environment: Ti-getter argon atmosphere; suction casting method: water-cooled copper mold,tensile,77,K,,,Instron 5969 universal testing machine,,strain,dog-bone,rectangular,"10, 3, 1.5",,,,0.6666666666666666,0.001,s-1,,,,
"Lin, GX; Guo, RP; Shi, XH; Han, LA; Qiao, JW",Lightweight Multiprincipal Element Alloys with Excellent Mechanical Properties at Room and Cryogenic Temperatures,ENTROPY,2022,10.3390/e24121777,HEA,3,298,K,657.0,MPa,,MPa,10.0,%,,J,Ti80Al10V10,atomic percent (at. %),Ti80.0Al10.0V10.0,Ti80.0Al10.0V10.0,10.0,0.0,0.0,0.0,0.0,80.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[80.0, 10.0, 6.0]",arc melting; suction casting,,,,arc melting environment: Ti-getter argon atmosphere; suction casting method: water-cooled copper mold,tensile,298,K,,,Instron 5969 universal testing machine,,strain,dog-bone,rectangular,"10, 3, 1.5",,,,0.7037037037037037,0.001,s-1,,,,
"Lin, GX; Guo, RP; Shi, XH; Han, LA; Qiao, JW",Lightweight Multiprincipal Element Alloys with Excellent Mechanical Properties at Room and Cryogenic Temperatures,ENTROPY,2022,10.3390/e24121777,HEA,4,77,K,812.0,MPa,,MPa,9.0,%,,J,Ti80Al10V10,atomic percent (at. %),Ti80.0Al10.0V10.0,Ti80.0Al10.0V10.0,10.0,0.0,0.0,0.0,0.0,80.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[80.0, 10.0, 6.0]",arc melting; suction casting,,,,arc melting environment: Ti-getter argon atmosphere; suction casting method: water-cooled copper mold,tensile,77,K,,,Instron 5969 universal testing machine,,strain,dog-bone,rectangular,"10, 3, 1.5",,,,0.6666666666666666,0.001,s-1,,,,
