"ID",Number,YS(MPa),UTS(MPa),El(%),Al(at%),Co(at%),Cr(at%),Fe(at%),Ni(at%),Ta(at%),Nb(at%),Mo(at%),Ti(at%),V(at%),Mn(at%),C(at%),Cu(at%),W(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours,?,T_K,E,?r,?.1,??,VEC,?H,?S,?.2,?.3,?.4,D.?,e/a,Ec_eV/atom,G,?.5,D.r,A,F,w,?G,D.G,total_at%,Processing_Description
711,781,538.0,972.0,44.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,30.0,1283,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K
712,782,565.0,972.0,42.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,40.0,1283,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K
713,783,565.0,972.0,42.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,50.0,1283,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K
714,784,421.0,917.0,46.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,10.0,1339,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K
715,785,490.0,945.0,45.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,20.0,1339,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K
716,786,531.0,965.0,44.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,30.0,1339,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K
717,787,572.0,979.0,42.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,40.0,1339,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K
718,788,565.0,972.0,42.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,50.0,1339,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K
719,789,400.0,883.0,50.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,10.0,1394,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
720,790,462.0,931.0,46.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,20.0,1394,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
721,791,400.0,876.0,52.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,30.0,1394,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
722,792,496.0,945.0,44.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,40.0,1394,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
723,793,421.0,896.0,50.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,50.0,1394,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
724,794,359.0,841.0,55.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,10.0,1450,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
725,795,372.0,855.0,55.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,20.0,1450,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
726,796,365.0,841.0,56.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,30.0,1450,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
727,797,359.0,841.0,55.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,40.0,1450,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
728,798,352.0,820.0,58.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,50.0,1450,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
729,799,414.0,779.0,39.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,0.0,0,0.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. First heat treatment was performed at 298K
730,800,710.0,869.0,26.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,10.0,0,0.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. First heat treatment was performed at 298K
731,801,889.0,993.0,11.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,20.0,0,0.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. First heat treatment was performed at 298K
732,802,986.0,1082.0,6.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,30.0,0,0.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. First heat treatment was performed at 298K
733,803,1096.0,1234.0,6.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,40.0,0,0.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. First heat treatment was performed at 298K
734,804,1145.0,1282.0,5.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,50.0,0,0.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 298K
735,805,359.0,752.0,38.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,10.0,1339,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K
736,806,379.0,765.0,38.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,20.0,1339,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K
737,807,414.0,793.0,38.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,30.0,1339,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K
738,808,448.0,807.0,37.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,40.0,1339,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K
739,809,462.0,814.0,34.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,50.0,1339,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K
740,810,338.0,745.0,47.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,10.0,1394,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
741,811,365.0,807.0,41.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,20.0,1394,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
742,812,379.0,772.0,40.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,30.0,1394,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
743,813,400.0,786.0,37.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,40.0,1394,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
744,814,407.0,786.0,37.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,50.0,1394,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
745,815,338.0,752.0,43.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,10.0,1450,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
746,816,345.0,752.0,42.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,20.0,1450,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
747,817,352.0,758.0,43.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,30.0,1450,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
748,818,345.0,765.0,38.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,40.0,1450,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
749,819,345.0,758.0,39.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,50.0,1450,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
750,820,317.0,731.0,46.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,10.0,1505,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K
751,821,303.0,717.0,47.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,20.0,1505,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K
752,822,303.0,710.0,48.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,30.0,1505,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K
753,823,303.0,717.0,45.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,40.0,1505,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K
