structure,exfoliation_en,structure_description
"Full Formula (Ta2 Te10 Pt2)
Reduced Formula: TaTe5Pt
abc   :   3.787895  15.599348  24.422000
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (14)
  #  SP       a          b         c  velocities
---  ----  ----  ---------  --------  ---------------
  0  Pt     0.5  -0         0.295267  [0.0, 0.0, 0.0]
  1  Pt     0.5   0.5       0.295267  [0.0, 0.0, 0.0]
  2  Ta     0     0.25      0.298383  [0.0, 0.0, 0.0]
  3  Ta     0     0.75      0.29215   [0.0, 0.0, 0.0]
  4  Te     0.5   0.25      0.38681   [0.0, 0.0, 0.0]
  5  Te     0     0.082088  0.355243  [0.0, 0.0, 0.0]
  6  Te     0.5   0.852334  0.35353   [0.0, 0.0, 0.0]
  7  Te     0.5   0.647666  0.35353   [0.0, 0.0, 0.0]
  8  Te    -0     0.417912  0.355243  [0.0, 0.0, 0.0]
  9  Te     0.5   0.75      0.203723  [0.0, 0.0, 0.0]
 10  Te    -0     0.917912  0.23529   [0.0, 0.0, 0.0]
 11  Te     0.5   0.147666  0.237003  [0.0, 0.0, 0.0]
 12  Te     0.5   0.352334  0.237003  [0.0, 0.0, 0.0]
 13  Te     0     0.582088  0.23529   [0.0, 0.0, 0.0]",96.13792857142876,"TaPtTe5 crystallizes in the orthorhombic Pmma space group. The structure is two-dimensional and consists of one TaPtTe5 sheet oriented in the (0, 0, 1) direction. Ta(1) is bonded in a 8-coordinate geometry to two equivalent Te(1), two equivalent Te(2), and four equivalent Te(3) atoms. Both Ta(1)-Te(1) bond lengths are 2.87 Å. Both Ta(1)-Te(2) bond lengths are 2.96 Å. All Ta(1)-Te(3) bond lengths are 2.90 Å. Pt(1) is bonded to two equivalent Te(3) and four equivalent Te(2) atoms to form edge-sharing PtTe6 octahedra. Both Pt(1)-Te(3) bond lengths are 2.71 Å. All Pt(1)-Te(2) bond lengths are 2.72 Å. There are three inequivalent Te sites. In the first Te site, Te(1) is bonded in an L-shaped geometry to two equivalent Ta(1) atoms. In the second Te site, Te(2) is bonded in a distorted T-shaped geometry to one Ta(1) and two equivalent Pt(1) atoms. In the third Te site, Te(3) is bonded in a distorted trigonal non-coplanar geometry to two equivalent Ta(1) and one Pt(1) atom."
"Full Formula (K1 C1 N1)
Reduced Formula: KCN
abc   :   4.493046   4.610865  25.229401
angles:  90.000000  90.000000  97.974637
pbc   :       True       True       True
Sites (3)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  C     0.380106   0.084912  0.338651  [0.0, 0.0, 0.0]
  1  K     0.953622   0.508271  0.338791  [0.0, 0.0, 0.0]
  2  N     0.543915  -0.093183  0.339205  [0.0, 0.0, 0.0]",159.07466666666716,"KCN crystallizes in the triclinic P1 space group. The structure is two-dimensional and consists of one KCN sheet oriented in the (0, 0, 1) direction. K(1) is bonded in a distorted single-bond geometry to three equivalent C(1) and three equivalent N(1) atoms. There are a spread of K(1)-C(1) bond distances ranging from 2.92-3.05 Å. There are a spread of K(1)-N(1) bond distances ranging from 2.78-3.11 Å. C(1) is bonded in a 4-coordinate geometry to three equivalent K(1) and one N(1) atom. The C(1)-N(1) bond length is 1.18 Å. N(1) is bonded in a 4-coordinate geometry to three equivalent K(1) and one C(1) atom."
"Full Formula (Rb3 Mo2 Cl9)
Reduced Formula: Rb3Mo2Cl9
abc   :   7.047748   7.047748  27.845052
angles:  90.000000  90.000000 119.999996
pbc   :       True       True       True
Sites (14)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Rb     0.666667  0.333333  0.055993  [0.0, 0.0, 0.0]
  1  Rb     0         0         0.160217  [0.0, 0.0, 0.0]
  2  Rb     0.666667  0.333333  0.264442  [0.0, 0.0, 0.0]
  3  Mo     0.333333  0.666667  0.110121  [0.0, 0.0, 0.0]
  4  Mo     0.333333  0.666667  0.210314  [0.0, 0.0, 0.0]
  5  Cl     0.658186  0.829093  0.061695  [0.0, 0.0, 0.0]
  6  Cl     0.170907  0.829093  0.061695  [0.0, 0.0, 0.0]
  7  Cl     0.170907  0.341814  0.061695  [0.0, 0.0, 0.0]
  8  Cl     0.50331   0.49669   0.160217  [0.0, 0.0, 0.0]
  9  Cl    -0.00662   0.49669   0.160217  [0.0, 0.0, 0.0]
 10  Cl     0.50331   0.00662   0.160217  [0.0, 0.0, 0.0]
 11  Cl     0.658186  0.829093  0.25874   [0.0, 0.0, 0.0]
 12  Cl     0.170907  0.829093  0.25874   [0.0, 0.0, 0.0]
 13  Cl     0.170907  0.341814  0.25874   [0.0, 0.0, 0.0]",88.29246428571436,"Rb3Mo2Cl9 crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one Rb3Mo2Cl9 sheet oriented in the (0, 0, 1) direction. There are two inequivalent Rb sites. In the first Rb site, Rb(1) is bonded in a 3-coordinate geometry to three equivalent Cl(2) atoms. All Rb(1)-Cl(2) bond lengths are 3.52 Å. In the second Rb site, Rb(2) is bonded to six equivalent Cl(1) and six equivalent Cl(2) atoms to form RbCl12 cuboctahedra that share corners with six equivalent Rb(2)Cl12 cuboctahedra and faces with six equivalent Mo(1)Cl6 octahedra. All Rb(2)-Cl(1) bond lengths are 3.45 Å. All Rb(2)-Cl(2) bond lengths are 3.52 Å. Mo(1) is bonded to three equivalent Cl(1) and three equivalent Cl(2) atoms to form MoCl6 octahedra that share faces with three equivalent Rb(2)Cl12 cuboctahedra and  a faceface with one Mo(1)Cl6 octahedra. All Mo(1)-Cl(1) bond lengths are 2.40 Å. All Mo(1)-Cl(2) bond lengths are 2.50 Å. There are two inequivalent Cl sites. In the first Cl site, Cl(1) is bonded in a distorted L-shaped geometry to one Rb(2) and one Mo(1) atom. In the second Cl site, Cl(2) is bonded to two equivalent Rb(1), two equivalent Rb(2), and two equivalent Mo(1) atoms to form a mixture of distorted corner and face-sharing ClRb4Mo2 octahedra. The corner-sharing octahedral tilt angles range from 1-60°."
"Full Formula (In1 Cu1 P2 Se6)
Reduced Formula: InCu(PSe3)2
abc   :   6.427133   6.427133  23.432263
angles:  90.000000  90.000000 119.999999
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Cu    0.333334  0.666668  0.850752  [0.0, 0.0, 0.0]
  1  In    0         0         0.850752  [0.0, 0.0, 0.0]
  2  P     0.666666  0.333332  0.802163  [0.0, 0.0, 0.0]
  3  P     0.666666  0.333332  0.899341  [0.0, 0.0, 0.0]
  4  Se    0.341032  0.348514  0.777138  [0.0, 0.0, 0.0]
  5  Se    0.007481  0.658968  0.777138  [0.0, 0.0, 0.0]
  6  Se    0.007481  0.348514  0.924366  [0.0, 0.0, 0.0]
  7  Se    0.651486  0.658968  0.924366  [0.0, 0.0, 0.0]
  8  Se    0.341032  0.992519  0.924366  [0.0, 0.0, 0.0]
  9  Se    0.651486  0.992519  0.777138  [0.0, 0.0, 0.0]",79.03385000000007,"CuInP2Se6 crystallizes in the trigonal P312 space group. The structure is two-dimensional and consists of one CuInP2Se6 sheet oriented in the (0, 0, 1) direction. Cu(1) is bonded to six equivalent Se(1) atoms to form CuSe6 octahedra that share corners with six equivalent P(1)PSe3 tetrahedra and edges with three equivalent In(1)Se6 octahedra. All Cu(1)-Se(1) bond lengths are 2.69 Å. In(1) is bonded to six equivalent Se(1) atoms to form InSe6 octahedra that share corners with six equivalent P(1)PSe3 tetrahedra and edges with three equivalent Cu(1)Se6 octahedra. All In(1)-Se(1) bond lengths are 2.81 Å. P(1) is bonded to one P(1) and three equivalent Se(1) atoms to form PPSe3 tetrahedra that share corners with three equivalent Cu(1)Se6 octahedra and corners with three equivalent In(1)Se6 octahedra. The corner-sharing octahedral tilt angles range from 76-80°. The P(1)-P(1) bond length is 2.28 Å. All P(1)-Se(1) bond lengths are 2.22 Å. Se(1) is bonded in a distorted trigonal non-coplanar geometry to one Cu(1), one In(1), and one P(1) atom."
"Full Formula (Lu4 P4 S16)
Reduced Formula: LuPS4
abc   :  12.478296   6.442269  32.446716
angles:  90.000000 120.350187  90.000000
pbc   :       True       True       True
Sites (24)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Lu    0.164233  0.32023   0.148525  [0.0, 0.0, 0.0]
  1  Lu    0.335704  0.82023   0.118971  [0.0, 0.0, 0.0]
  2  Lu    0.664234  0.17977   0.148525  [0.0, 0.0, 0.0]
  3  Lu    0.835704  0.67977   0.118971  [0.0, 0.0, 0.0]
  4  P     0.038743  0.770206  0.083929  [0.0, 0.0, 0.0]
  5  P     0.461194  0.270206  0.183566  [0.0, 0.0, 0.0]
  6  P     0.538743  0.729794  0.083929  [0.0, 0.0, 0.0]
  7  P     0.961194  0.229794  0.183566  [0.0, 0.0, 0.0]
  8  S     0.146422  0.246513  0.225782  [0.0, 0.0, 0.0]
  9  S     0.087202  0.731469  0.155069  [0.0, 0.0, 0.0]
 10  S     0.115752  0.041096  0.075637  [0.0, 0.0, 0.0]
 11  S     0.137362  0.547023  0.071049  [0.0, 0.0, 0.0]
 12  S     0.362575  0.047023  0.196447  [0.0, 0.0, 0.0]
 13  S     0.384185  0.541096  0.191859  [0.0, 0.0, 0.0]
 14  S     0.412735  0.231469  0.112427  [0.0, 0.0, 0.0]
 15  S     0.353515  0.746513  0.041713  [0.0, 0.0, 0.0]
 16  S     0.646422  0.253487  0.225782  [0.0, 0.0, 0.0]
 17  S     0.587202  0.768531  0.155069  [0.0, 0.0, 0.0]
 18  S     0.615752  0.458904  0.075637  [0.0, 0.0, 0.0]
 19  S     0.637362  0.952977  0.071049  [0.0, 0.0, 0.0]
 20  S     0.862575  0.452977  0.196447  [0.0, 0.0, 0.0]
 21  S     0.884185  0.958904  0.191859  [0.0, 0.0, 0.0]
 22  S     0.912735  0.268531  0.112427  [0.0, 0.0, 0.0]
 23  S     0.853515  0.753487  0.041713  [0.0, 0.0, 0.0]",66.08187500000007,"LuPS4 crystallizes in the monoclinic P2_1/c space group. The structure is two-dimensional and consists of one LuPS4 sheet oriented in the (0, 0, 1) direction. Lu(1) is bonded in a 7-coordinate geometry to one S(1), two equivalent S(2), two equivalent S(3), and two equivalent S(4) atoms. The Lu(1)-S(1) bond length is 2.67 Å. There is one shorter (2.76 Å) and one longer (2.86 Å) Lu(1)-S(2) bond length. There is one shorter (2.76 Å) and one longer (2.78 Å) Lu(1)-S(3) bond length. Both Lu(1)-S(4) bond lengths are 2.78 Å. P(1) is bonded in a tetrahedral geometry to one S(1), one S(2), one S(3), and one S(4) atom. The P(1)-S(1) bond length is 2.01 Å. The P(1)-S(2) bond length is 2.08 Å. The P(1)-S(3) bond length is 2.07 Å. The P(1)-S(4) bond length is 2.07 Å. There are four inequivalent S sites. In the first S site, S(1) is bonded in an L-shaped geometry to one Lu(1) and one P(1) atom. In the second S site, S(2) is bonded in a 3-coordinate geometry to two equivalent Lu(1) and one P(1) atom. In the third S site, S(3) is bonded in a distorted trigonal non-coplanar geometry to two equivalent Lu(1) and one P(1) atom. In the fourth S site, S(4) is bonded in a distorted T-shaped geometry to two equivalent Lu(1) and one P(1) atom."
"Full Formula (Nb4 Co4 Te8)
Reduced Formula: NbCoTe2
abc   :   7.762815   6.356693  25.347400
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP            a          b         c  velocities
---  ----  ---------  ---------  --------  ---------------
  0  Co     0.5        0.643589  0.269738  [0.0, 0.0, 0.0]
  1  Co    -0          0.856411  0.269738  [0.0, 0.0, 0.0]
  2  Co    -0          0.143589  0.335744  [0.0, 0.0, 0.0]
  3  Co     0.5        0.356411  0.335744  [0.0, 0.0, 0.0]
  4  Nb     0.205604   0.5       0.302741  [0.0, 0.0, 0.0]
  5  Nb     0.294396  -0         0.302741  [0.0, 0.0, 0.0]
  6  Nb     0.794396   0.5       0.302741  [0.0, 0.0, 0.0]
  7  Nb     0.705604   0         0.302741  [0.0, 0.0, 0.0]
  8  Te     0.75       0.75      0.209593  [0.0, 0.0, 0.0]
  9  Te     0.25       0.75      0.209593  [0.0, 0.0, 0.0]
 10  Te    -0          0.247546  0.23561   [0.0, 0.0, 0.0]
 11  Te     0.5        0.252454  0.23561   [0.0, 0.0, 0.0]
 12  Te     0.75       0.25      0.39589   [0.0, 0.0, 0.0]
 13  Te     0.25       0.25      0.39589   [0.0, 0.0, 0.0]
 14  Te     0.5        0.747546  0.369872  [0.0, 0.0, 0.0]
 15  Te    -0          0.752454  0.369872  [0.0, 0.0, 0.0]",80.88074999999995,"NbCoTe2 crystallizes in the orthorhombic Pmna space group. The structure is two-dimensional and consists of one NbCoTe2 sheet oriented in the (0, 0, 1) direction. Nb(1) is bonded in a 8-coordinate geometry to four equivalent Co(1), two equivalent Te(1), and two equivalent Te(2) atoms. There are two shorter (2.60 Å) and two longer (2.89 Å) Nb(1)-Co(1) bond lengths. Both Nb(1)-Te(1) bond lengths are 2.87 Å. Both Nb(1)-Te(2) bond lengths are 2.83 Å. Co(1) is bonded in a 9-coordinate geometry to four equivalent Nb(1), one Co(1), two equivalent Te(1), and two equivalent Te(2) atoms. The Co(1)-Co(1) bond length is 2.48 Å. Both Co(1)-Te(1) bond lengths are 2.56 Å. There is one shorter (2.62 Å) and one longer (2.63 Å) Co(1)-Te(2) bond length. There are two inequivalent Te sites. In the first Te site, Te(1) is bonded in a 4-coordinate geometry to two equivalent Nb(1) and two equivalent Co(1) atoms. In the second Te site, Te(2) is bonded in a 4-coordinate geometry to two equivalent Nb(1) and two equivalent Co(1) atoms."
"Full Formula (As4 S6)
Reduced Formula: As2S3
abc   :   4.333403  11.593882  20.475774
angles:  90.000000  93.118283  93.944274
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  As    0.707319  0.011075  0.517982  [0.0, 0.0, 0.0]
  1  As    0.640393  0.732519  0.526183  [0.0, 0.0, 0.0]
  2  As    0.480791  0.262281  0.477232  [0.0, 0.0, 0.0]
  3  As    0.085863  0.506728  0.474077  [0.0, 0.0, 0.0]
  4  S     0.354863  0.868712  0.472146  [0.0, 0.0, 0.0]
  5  S     0.386193  0.141638  0.562704  [0.0, 0.0, 0.0]
  6  S     0.758931  0.124235  0.427143  [0.0, 0.0, 0.0]
  7  S     0.73692   0.636689  0.4331    [0.0, 0.0, 0.0]
  8  S     0.271727  0.601764  0.566837  [0.0, 0.0, 0.0]
  9  S     0.844998  0.373474  0.542593  [0.0, 0.0, 0.0]",127.52834999999996,"As2S3 crystallizes in the triclinic P1 space group. The structure is two-dimensional and consists of one As2S3 sheet oriented in the (0, 0, 1) direction. There are four inequivalent As sites. In the first As site, As(1) is bonded in a 3-coordinate geometry to one S(1), one S(2), and one S(3) atom. The As(1)-S(1) bond length is 2.33 Å. The As(1)-S(2) bond length is 2.34 Å. The As(1)-S(3) bond length is 2.29 Å. In the second As site, As(2) is bonded in a 3-coordinate geometry to one S(1), one S(4), and one S(5) atom. The As(2)-S(1) bond length is 2.32 Å. The As(2)-S(4) bond length is 2.28 Å. The As(2)-S(5) bond length is 2.31 Å. In the third As site, As(3) is bonded in a 3-coordinate geometry to one S(2), one S(3), and one S(6) atom. The As(3)-S(2) bond length is 2.28 Å. The As(3)-S(3) bond length is 2.34 Å. The As(3)-S(6) bond length is 2.33 Å. In the fourth As site, As(4) is bonded in a distorted trigonal non-coplanar geometry to one S(4), one S(5), and one S(6) atom. The As(4)-S(4) bond length is 2.33 Å. The As(4)-S(5) bond length is 2.28 Å. The As(4)-S(6) bond length is 2.32 Å. There are six inequivalent S sites. In the first S site, S(1) is bonded in an L-shaped geometry to one As(1) and one As(2) atom. In the second S site, S(2) is bonded in an L-shaped geometry to one As(1) and one As(3) atom. In the third S site, S(3) is bonded in an L-shaped geometry to one As(1) and one As(3) atom. In the fourth S site, S(4) is bonded in a water-like geometry to one As(2) and one As(4) atom. In the fifth S site, S(5) is bonded in a water-like geometry to one As(2) and one As(4) atom. In the sixth S site, S(6) is bonded in a water-like geometry to one As(3) and one As(4) atom."
"Full Formula (Ta2 Pd1 S6)
Reduced Formula: Ta2PdS6
abc   :   3.284972   9.301402  23.688514
angles:  97.750251  90.000000 100.170899
pbc   :       True       True       True
Sites (9)
  #  SP           a         b          c  velocities
---  ----  --------  --------  ---------  ---------------
  0  Pd    0.5       0          0.077854  [0.0, 0.0, 0.0]
  1  S     0.732738  0.465475   0.022683  [0.0, 0.0, 0.0]
  2  S     0.617981  0.235963   0.131986  [0.0, 0.0, 0.0]
  3  S     0.566913  0.133827  -0.000278  [0.0, 0.0, 0.0]
  4  S     0.267262  0.534525   0.133025  [0.0, 0.0, 0.0]
  5  S     0.382019  0.764037   0.023723  [0.0, 0.0, 0.0]
  6  S     0.433087  0.866173   0.155987  [0.0, 0.0, 0.0]
  7  Ta    0.147027  0.294054   0.058461  [0.0, 0.0, 0.0]
  8  Ta    0.852973  0.705946   0.097248  [0.0, 0.0, 0.0]",85.53233333333398,"Ta2PdS6 crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one Ta2PdS6 sheet oriented in the (0, 0, 1) direction. Ta(1) is bonded in a 7-coordinate geometry to two equivalent S(2), two equivalent S(3), and three equivalent S(1) atoms. Both Ta(1)-S(2) bond lengths are 2.50 Å. Both Ta(1)-S(3) bond lengths are 2.50 Å. There are two shorter (2.50 Å) and one longer (2.63 Å) Ta(1)-S(1) bond length. Pd(1) is bonded in a square co-planar geometry to two equivalent S(2) and two equivalent S(3) atoms. Both Pd(1)-S(2) bond lengths are 2.36 Å. Both Pd(1)-S(3) bond lengths are 2.36 Å. There are three inequivalent S sites. In the first S site, S(1) is bonded in a trigonal non-coplanar geometry to three equivalent Ta(1) atoms. In the second S site, S(2) is bonded in a distorted T-shaped geometry to two equivalent Ta(1) and one Pd(1) atom. In the third S site, S(3) is bonded in a distorted T-shaped geometry to two equivalent Ta(1) and one Pd(1) atom."
"Full Formula (Pd4 I8)
Reduced Formula: PdI2
abc   :   6.971489   8.394264  25.349024
angles:  90.000000  91.486860  90.004547
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Pd    0.822085  0.630571  0.820389  [0.0, 0.0, 0.0]
  1  Pd    0.942644  0.369431  0.944342  [0.0, 0.0, 0.0]
  2  Pd    0.322094  0.86944   0.820387  [0.0, 0.0, 0.0]
  3  Pd    0.442634  0.130559  0.944344  [0.0, 0.0, 0.0]
  4  I     0.111826  0.5917    0.888116  [0.0, 0.0, 0.0]
  5  I     0.652902  0.408301  0.876615  [0.0, 0.0, 0.0]
  6  I     0.007228  0.837142  0.760791  [0.0, 0.0, 0.0]
  7  I     0.507212  0.662867  0.760798  [0.0, 0.0, 0.0]
  8  I     0.257522  0.337136  0.003932  [0.0, 0.0, 0.0]
  9  I     0.757506  0.162855  0.003939  [0.0, 0.0, 0.0]
 10  I     0.152907  0.091687  0.876609  [0.0, 0.0, 0.0]
 11  I     0.611822  0.908312  0.888122  [0.0, 0.0, 0.0]",131.7259083333333,"PdI2 crystallizes in the monoclinic P2_1/c space group. The structure is two-dimensional and consists of one PdI2 sheet oriented in the (0, 0, 1) direction. Pd(1) is bonded to two equivalent I(2) and three equivalent I(1) atoms to form a mixture of corner and edge-sharing PdI5 square pyramids. There is one shorter (2.65 Å) and one longer (2.66 Å) Pd(1)-I(2) bond length. There are two shorter (2.64 Å) and one longer (3.27 Å) Pd(1)-I(1) bond length. There are two inequivalent I sites. In the first I site, I(1) is bonded in a T-shaped geometry to three equivalent Pd(1) atoms. In the second I site, I(2) is bonded in a water-like geometry to two equivalent Pd(1) atoms."
"Full Formula (Ho2 S2 I2)
Reduced Formula: HoSI
abc   :   4.140166   5.306147  26.676810
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c  velocities
---  ----  ---  ---  --------  ---------------
  0  Ho    0.5  0.5  0.457762  [0.0, 0.0, 0.0]
  1  Ho    0    0    0.542238  [0.0, 0.0, 0.0]
  2  S     0.5  0    0.475615  [0.0, 0.0, 0.0]
  3  S     0    0.5  0.524385  [0.0, 0.0, 0.0]
  4  I     0    0.5  0.375176  [0.0, 0.0, 0.0]
  5  I     0.5  0    0.624824  [0.0, 0.0, 0.0]",55.47583333333339,"HoSI crystallizes in the orthorhombic Pmmn space group. The structure is two-dimensional and consists of one HoSI sheet oriented in the (0, 0, 1) direction. Ho(1) is bonded to four equivalent S(1) and two equivalent I(1) atoms to form a mixture of corner and edge-sharing HoS4I2 octahedra. The corner-sharing octahedral tilt angles are 20°. There are two shorter (2.70 Å) and two longer (2.73 Å) Ho(1)-S(1) bond lengths. Both Ho(1)-I(1) bond lengths are 3.02 Å. S(1) is bonded to four equivalent Ho(1) atoms to form a mixture of corner and edge-sharing SHo4 trigonal pyramids. I(1) is bonded in an L-shaped geometry to two equivalent Ho(1) atoms."
"Full Formula (Si4 S4)
Reduced Formula: SiS
abc   :   3.959775   6.656547  24.071701
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a      b         c  velocities
---  ----  --------  -----  --------  ---------------
  0  Si    0         -0     0.527623  [0.0, 0.0, 0.0]
  1  Si    0.5       -0     0.472378  [0.0, 0.0, 0.0]
  2  Si    0          0.5   0.527623  [0.0, 0.0, 0.0]
  3  Si    0.5        0.5   0.472378  [0.0, 0.0, 0.0]
  4  S     0.049782   0.75  0.584913  [0.0, 0.0, 0.0]
  5  S     0.950218   0.25  0.584913  [0.0, 0.0, 0.0]
  6  S     0.450276   0.75  0.415088  [0.0, 0.0, 0.0]
  7  S     0.549724   0.25  0.415088  [0.0, 0.0, 0.0]",0.0265000000001514,"SiS crystallizes in the orthorhombic Pmna space group. The structure is one-dimensional and consists of two SiS ribbons oriented in the (0, 1, 0) direction. Si(1) is bonded in a distorted water-like geometry to two equivalent S(1) atoms. Both Si(1)-S(1) bond lengths are 2.17 Å. S(1) is bonded in a water-like geometry to two equivalent Si(1) atoms."
"Full Formula (Tb2 Ga2 I2)
Reduced Formula: TbGaI
abc   :   4.184982   4.184982  28.072274
angles:  90.000000  90.000000 119.999996
pbc   :       True       True       True
Sites (6)
  #  SP            a          b         c  velocities
---  ----  ---------  ---------  --------  ---------------
  0  Tb    -0         -0         0.428184  [0.0, 0.0, 0.0]
  1  Tb    -0          0         0.571816  [0.0, 0.0, 0.0]
  2  Ga     0.666667   0.333333  0.487304  [0.0, 0.0, 0.0]
  3  Ga     0.333333   0.666667  0.512696  [0.0, 0.0, 0.0]
  4  I      0.333333   0.666667  0.356688  [0.0, 0.0, 0.0]
  5  I      0.666667   0.333333  0.643312  [0.0, 0.0, 0.0]",44.67241666666677,"TbGaI crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one TbGaI sheet oriented in the (0, 0, 1) direction. Tb(1) is bonded to six equivalent Ga(1) and three equivalent I(1) atoms to form a mixture of distorted face and edge-sharing TbGa6I3 octahedra. There are three shorter (2.93 Å) and three longer (3.39 Å) Tb(1)-Ga(1) bond lengths. All Tb(1)-I(1) bond lengths are 3.14 Å. Ga(1) is bonded in a 9-coordinate geometry to six equivalent Tb(1) and three equivalent Ga(1) atoms. All Ga(1)-Ga(1) bond lengths are 2.52 Å. I(1) is bonded in a distorted T-shaped geometry to three equivalent Tb(1) atoms."
"Full Formula (Al2 Fe1 S4)
Reduced Formula: Al2FeS4
abc   :   3.573851   3.573851  29.020090
angles:  90.000000  90.000000 120.000012
pbc   :       True       True       True
Sites (7)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Al    -0         0         0.503961  [0.0, 0.0, 0.0]
  1  Al     0.666667  0.333333  0.378104  [0.0, 0.0, 0.0]
  2  Fe     0.333333  0.666667  0.626722  [0.0, 0.0, 0.0]
  3  S      0.333333  0.666667  0.544584  [0.0, 0.0, 0.0]
  4  S      0.666667  0.333333  0.454362  [0.0, 0.0, 0.0]
  5  S      0         0         0.343891  [0.0, 0.0, 0.0]
  6  S     -0         0         0.65507   [0.0, 0.0, 0.0]",71.66885714285698,"FeAl2S4 crystallizes in the trigonal P3m1 space group. The structure is two-dimensional and consists of one FeAl2S4 sheet oriented in the (0, 0, 1) direction. Fe(1) is bonded to one S(1) and three equivalent S(4) atoms to form FeS4 tetrahedra that share corners with three equivalent Al(1)S6 octahedra and corners with six equivalent Fe(1)S4 tetrahedra. The corner-sharing octahedral tilt angles are 60°. The Fe(1)-S(1) bond length is 2.38 Å. All Fe(1)-S(4) bond lengths are 2.22 Å. There are two inequivalent Al sites. In the first Al site, Al(1) is bonded to three equivalent S(1) and three equivalent S(2) atoms to form AlS6 octahedra that share corners with three equivalent Fe(1)S4 tetrahedra, corners with three equivalent Al(2)S4 tetrahedra, and edges with six equivalent Al(1)S6 octahedra. All Al(1)-S(1) bond lengths are 2.38 Å. All Al(1)-S(2) bond lengths are 2.52 Å. In the second Al site, Al(2) is bonded to one S(2) and three equivalent S(3) atoms to form AlS4 tetrahedra that share corners with three equivalent Al(1)S6 octahedra and corners with six equivalent Al(2)S4 tetrahedra. The corner-sharing octahedral tilt angles are 55°. The Al(2)-S(2) bond length is 2.21 Å. All Al(2)-S(3) bond lengths are 2.29 Å. There are four inequivalent S sites. In the first S site, S(1) is bonded to one Fe(1) and three equivalent Al(1) atoms to form distorted corner-sharing SAl3Fe tetrahedra. In the second S site, S(2) is bonded in a distorted rectangular see-saw-like geometry to one Al(2) and three equivalent Al(1) atoms. In the third S site, S(3) is bonded in a trigonal non-coplanar geometry to three equivalent Al(2) atoms. In the fourth S site, S(4) is bonded in a trigonal non-coplanar geometry to three equivalent Fe(1) atoms."
"Full Formula (Nb2 Co1 S4)
Reduced Formula: Nb2CoS4
abc   :   3.318188   3.318188  30.341603
angles:  90.000000  90.000000 120.000010
pbc   :       True       True       True
Sites (7)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Nb     0.666667  0.333333  0.37992   [0.0, 0.0, 0.0]
  1  Nb     0.333333  0.666667  0.62008   [0.0, 0.0, 0.0]
  2  Co    -0         0         0.5       [0.0, 0.0, 0.0]
  3  S      0.666667  0.333333  0.459969  [0.0, 0.0, 0.0]
  4  S      0.333333  0.666667  0.330247  [0.0, 0.0, 0.0]
  5  S      0.333333  0.666667  0.540031  [0.0, 0.0, 0.0]
  6  S      0.666667  0.333333  0.669753  [0.0, 0.0, 0.0]",43.9449999999999,"CoNb2S4 is beta indium sulfide-derived structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one CoNb2S4 sheet oriented in the (0, 0, 1) direction. Nb(1) is bonded in a rectangular see-saw-like geometry to one S(1) and three equivalent S(2) atoms. The Nb(1)-S(1) bond length is 2.43 Å. All Nb(1)-S(2) bond lengths are 2.44 Å. Co(1) is bonded to six equivalent S(1) atoms to form edge-sharing CoS6 octahedra. All Co(1)-S(1) bond lengths are 2.27 Å. There are two inequivalent S sites. In the first S site, S(1) is bonded to one Nb(1) and three equivalent Co(1) atoms to form a mixture of distorted corner and edge-sharing SNbCo3 trigonal pyramids. In the second S site, S(2) is bonded in a distorted T-shaped geometry to three equivalent Nb(1) atoms."
