ID,composition,Al(at%),C(at%),Co(at%),Cr(at%),Fe(at%),Mn(at%),Mo(at%),N(at%),Nb(at%),Ni(at%),Si(at%),Ti(at%),V(at%),W(at%),yield strength
268,Fe0.795C0.00141Mn0.000717Si0.000801Cr0.0963Ni0.0810Mo0.0191V0.000110Nb0.0000606Co0.0000955Al0.00313Ti0.00270,0.313,0.14100000000000001,0.009550000000000001,9.629999999999999,79.5,0.0717,1.91,0.0,0.00606,8.1,0.08009999999999999,0.27,0.011000000000000001,0.0,1150.6
269,Fe0.796C0.000469Mn0.000103Si0.000201Cr0.000108Ni0.174Mo0.00587V0.000111Nb0.0000606Co0.0000956Al0.00167Ti0.0212,0.167,0.046900000000000004,0.00956,0.010799999999999999,79.60000000000001,0.0103,0.587,0.0,0.00606,17.4,0.0201,2.12,0.0111,0.0,1737.2
270,Fe0.797C0.000939Mn0.00215Si0.00381Cr0.0540Ni0.118Mo0.0175V0.000111Nb0.0000607Co0.0000957Al0.00481Ti0.00165,0.481,0.0939,0.009569999999999999,5.4,79.7,0.215,1.7500000000000002,0.0,0.00607,11.799999999999999,0.381,0.165,0.0111,0.0,1194.0
271,Fe0.798C0.000469Mn0.000820Si0.00100Cr0.0504Ni0.116Mo0.0184V0.000111Nb0.0000606Co0.0000955Al0.0119Ti0.00235,1.1900000000000002,0.046900000000000004,0.009550000000000001,5.04,79.80000000000001,0.082,1.8399999999999999,0.0,0.00606,11.600000000000001,0.1,0.23500000000000001,0.0111,0.0,1390.4
272,Fe0.799C0.000468Mn0.0256Si0.000401Cr0.000108Ni0.173Mo0.000117V0.000110Nb0.0000605Co0.0000955Al0.00104Ti0.000470,0.104,0.0468,0.009550000000000001,0.010799999999999999,79.9,2.56,0.0117,0.0,0.00605,17.299999999999997,0.0401,0.047,0.011000000000000001,0.0,1471.1
273,Fe0.799C0.000469Mn0.000513Si0.00241Cr0.0520Ni0.117Mo0.0176V0.000111Nb0.0000606Co0.0000956Al0.00835Ti0.00224,0.835,0.046900000000000004,0.00956,5.2,79.9,0.0513,1.76,0.0,0.00606,11.700000000000001,0.241,0.22399999999999998,0.0111,0.0,1272.6
274,Fe0.799C0.000470Mn0.000103Si0.000201Cr0.000108Ni0.167Mo0.00847V0.000111Nb0.0000607Co0.0000957Al0.00167Ti0.0224,0.167,0.047,0.009569999999999999,0.010799999999999999,79.9,0.0103,0.847,0.0,0.00607,16.7,0.0201,2.2399999999999998,0.0111,0.0,1392.4
275,Fe0.799C0.000471Mn0.000103Si0.000201Cr0.000109Ni0.165Mo0.0118V0.000111Nb0.0000609Co0.0000960Al0.00147Ti0.0215,0.147,0.0471,0.009600000000000001,0.0109,79.9,0.0103,1.18,0.0,0.00609,16.5,0.0201,2.15,0.0111,0.0,1874.6
276,Fe0.799C0.000936Mn0.000102Si0.000200Cr0.000108Ni0.170Mo0.00375V0.000110Nb0.0000605Co0.0000954Al0.00167Ti0.0238,0.167,0.0936,0.00954,0.010799999999999999,79.9,0.0102,0.375,0.0,0.00605,17.0,0.02,2.3800000000000003,0.011000000000000001,0.0,1730.2
277,Fe0.800C0.000470Mn0.000616Si0.000602Cr0.0506Ni0.117Mo0.0186V0.000111Nb0.0000607Co0.0000957Al0.00982Ti0.00224,0.9820000000000001,0.047,0.009569999999999999,5.06,80.0,0.0616,1.8599999999999999,0.0,0.00607,11.700000000000001,0.0602,0.22399999999999998,0.0111,0.0,1390.4
278,Fe0.801C0.000469Mn0.00103Si0.00361Cr0.0528Ni0.116Mo0.0175V0.000111Nb0.0000607Co0.0000957Al0.00522Ti0.00177,0.522,0.046900000000000004,0.009569999999999999,5.28,80.10000000000001,0.10300000000000001,1.7500000000000002,0.0,0.00607,11.600000000000001,0.361,0.17700000000000002,0.0111,0.0,1230.6
279,Fe0.801C0.000470Mn0.000205Si0.000603Cr0.0543Ni0.117Mo0.0176V0.000111Nb0.0000607Co0.0000958Al0.00648Ti0.00248,0.6479999999999999,0.047,0.00958,5.43,80.10000000000001,0.0205,1.76,0.0,0.00607,11.700000000000001,0.0603,0.248,0.0111,0.0,1309.8
280,Fe0.801C0.000934Mn0.000102Si0.000200Cr0.000108Ni0.171Mo0.00175V0.000110Nb0.0000604Co0.0000952Al0.00208Ti0.0229,0.208,0.09340000000000001,0.009519999999999999,0.010799999999999999,80.10000000000001,0.0102,0.17500000000000002,0.0,0.006039999999999999,17.1,0.02,2.29,0.011000000000000001,0.0,1674.6
281,Fe0.801C0.000939Mn0.000821Si0.000803Cr0.0513Ni0.116Mo0.0185V0.000111Nb0.0000607Co0.0000957Al0.00794Ti0.00271,0.7939999999999999,0.0939,0.009569999999999999,5.13,80.10000000000001,0.0821,1.8499999999999999,0.0,0.00607,11.600000000000001,0.0803,0.271,0.0111,0.0,1243.6
282,Fe0.802C0.000468Mn0.000512Si0.00120Cr0.0526Ni0.111Mo0.0173V0.000110Nb0.0000605Co0.0000954Al0.0121Ti0.00258,1.21,0.0468,0.00954,5.26,80.2,0.051199999999999996,1.73,0.0,0.00605,11.1,0.12,0.258,0.011000000000000001,0.0,1437.3
283,Fe0.802C0.000470Mn0.000308Si0.00221Cr0.0518Ni0.117Mo0.0178V0.000111Nb0.0000607Co0.0000958Al0.00544Ti0.00236,0.544,0.047,0.00958,5.18,80.2,0.0308,1.78,0.0,0.00607,11.700000000000001,0.22100000000000003,0.23600000000000002,0.0111,0.0,1216.8
284,Fe0.802C0.0174Mn0.00185Si0.000201Cr0.0805Ni0.0000962Mo0.0403V0.0106Nb0.0000608Co0.0468Al0.000628,0.0628,1.7399999999999998,4.68,8.05,80.2,0.185,4.03,0.0,0.00608,0.00962,0.0201,0.0,1.06,0.0,1784.5
285,Fe0.802Mn0.000410Si0.00120Cr0.0543Ni0.114Mo0.0175V0.000111Nb0.0000607Co0.0000957Al0.00815Ti0.00236,0.815,0.0,0.009569999999999999,5.43,80.2,0.041,1.7500000000000002,0.0,0.00607,11.4,0.12,0.23600000000000002,0.0111,0.0,1324.3
286,Fe0.803C0.000460Mn0.000402Si0.0368Cr0.000106Ni0.157Mo0.000115V0.000108Nb0.0000594Co0.0000937Al0.00102Ti0.000923,0.10200000000000001,0.046,0.00937,0.0106,80.30000000000001,0.0402,0.0115,0.0,0.00594,15.7,3.6799999999999997,0.0923,0.010799999999999999,0.0,1188.5
287,Fe0.803C0.000470Mn0.000823Si0.000805Cr0.0511Ni0.117Mo0.0184V0.000111Nb0.0000608Co0.0000959Al0.00544Ti0.00224,0.544,0.047,0.00959,5.11,80.30000000000001,0.0823,1.8399999999999999,0.0,0.00608,11.700000000000001,0.0805,0.22399999999999998,0.0111,0.0,1212.6
288,Fe0.803C0.0168Mn0.00215Si0.000200Cr0.0834Ni0.0000957Mo0.0334V0.0127Nb0.0000605Co0.0470Al0.000625,0.0625,1.68,4.7,8.34,80.30000000000001,0.215,3.34,0.0,0.00605,0.009569999999999999,0.02,0.0,1.27,0.0,1819.0
289,Fe0.803C0.0174Mn0.00236Si0.000201Cr0.0779Ni0.0000960Mo0.0335V0.0122Nb0.00473Co0.0477Al0.000627,0.06269999999999999,1.7399999999999998,4.77,7.79,80.30000000000001,0.23600000000000002,3.35,0.0,0.473,0.009600000000000001,0.0201,0.0,1.22,0.0,1340.1
290,Fe0.803Mn0.000512Si0.00120Cr0.0520Ni0.110Mo0.0173V0.000110Nb0.0000605Co0.0000954Al0.0137Ti0.00235,1.37,0.0,0.00954,5.2,80.30000000000001,0.051199999999999996,1.73,0.0,0.00605,11.0,0.12,0.23500000000000001,0.011000000000000001,0.0,1451.7
291,Fe0.804C0.0166Mn0.00238Si0.000202Cr0.0782Ni0.0000969Mo0.0343V0.0114Nb0.0000612Co0.0473W0.00476Al0.000632,0.06319999999999999,1.66,4.73,7.82,80.4,0.23800000000000002,3.4299999999999997,0.0,0.00612,0.009689999999999999,0.0202,0.0,1.1400000000000001,0.47600000000000003,1688.1
292,Fe0.805C0.000470Mn0.000719Si0.000804Cr0.0496Ni0.116Mo0.0184V0.000111Nb0.0000608Co0.0000958Al0.00711Ti0.00212,0.711,0.047,0.00958,4.96,80.5,0.0719,1.8399999999999999,0.0,0.00608,11.600000000000001,0.0804,0.212,0.0111,0.0,1254.0
293,Fe0.806C0.000468Mn0.0176Si0.000401Cr0.000108Ni0.174Mo0.000117V0.000110Nb0.0000606Co0.0000955Al0.00104Ti0.000705,0.104,0.0468,0.009550000000000001,0.010799999999999999,80.60000000000001,1.76,0.0117,0.0,0.00606,17.4,0.0401,0.07050000000000001,0.011000000000000001,0.0,1136.9
294,Fe0.806C0.0176Mn0.00181Si0.000209Cr0.0802Ni0.0000999Mo0.00153V0.0124Nb0.0000631Co0.0501W0.0293Al0.000652,0.06520000000000001,1.76,5.01,8.02,80.60000000000001,0.181,0.153,0.0,0.0063100000000000005,0.00999,0.020900000000000002,0.0,1.24,2.93,1681.2
295,Fe0.807C0.000470Mn0.000513Si0.00221Cr0.0501Ni0.116Mo0.0164V0.000111Nb0.0000607Co0.0000957Al0.00439Ti0.00236,0.439,0.047,0.009569999999999999,5.01,80.7,0.0513,1.6400000000000001,0.0,0.00607,11.600000000000001,0.22100000000000003,0.23600000000000002,0.0111,0.0,1167.2
296,Fe0.808C0.0201Mn0.00214Si0.000200Cr0.0770Ni0.0000955Mo0.0328V0.0112Nb0.0000603Co0.0475Al0.000623,0.062299999999999994,2.01,4.75,7.7,80.80000000000001,0.214,3.2800000000000002,0.0,0.006030000000000001,0.009550000000000001,0.02,0.0,1.1199999999999999,0.0,1736.3
297,Fe0.810C0.000940Mn0.000103Si0.000201Cr0.000109Ni0.151Mo0.0118V0.000111Nb0.0000608Co0.0000958Al0.00209Ti0.0234,0.209,0.094,0.00958,0.0109,81.0,0.0103,1.18,0.0,0.00608,15.1,0.0201,2.34,0.0111,0.0,1723.2
298,Fe0.811C0.0182Mn0.00225Si0.000200Cr0.0755Ni0.0000957Mo0.0337V0.0119Nb0.0000605Co0.0467Al0.000625,0.0625,1.82,4.67,7.55,81.10000000000001,0.22499999999999998,3.37,0.0,0.00605,0.009569999999999999,0.02,0.0,1.1900000000000002,0.0,1688.1
299,Fe0.812C0.000934Mn0.000715Si0.00220Cr0.0507Ni0.0975Mo0.0181V0.000110Nb0.0000604Co0.0000952Al0.0146Ti0.00258,1.46,0.09340000000000001,0.009519999999999999,5.07,81.2,0.07150000000000001,1.81,0.0,0.006039999999999999,9.75,0.22,0.258,0.011000000000000001,0.0,1420.0
300,Fe0.813C0.0187Mn0.00143Si0.000200Cr0.0800Ni0.0000957Mo0.0337V0.00617Nb0.0000604Co0.0460Al0.000624,0.0624,1.87,4.6,8.0,81.3,0.14300000000000002,3.37,0.0,0.006039999999999999,0.009569999999999999,0.02,0.0,0.617,0.0,1805.2
301,Fe0.814C0.000937Mn0.000717Si0.00200Cr0.0522Ni0.0977Mo0.0188V0.000110Nb0.0000605Co0.0000954Al0.0108Ti0.00282,1.08,0.0937,0.00954,5.220000000000001,81.39999999999999,0.0717,1.8800000000000001,0.0,0.00605,9.77,0.2,0.28200000000000003,0.011000000000000001,0.0,1304.3
302,Fe0.814C0.0169Mn0.00236Si0.000201Cr0.0710Ni0.0000960Mo0.0338V0.00951Nb0.00249Co0.0488Al0.000627,0.06269999999999999,1.69,4.88,7.1,81.39999999999999,0.23600000000000002,3.38,0.0,0.249,0.009600000000000001,0.0201,0.0,0.951,0.0,1653.6
303,Fe0.816C0.000937Mn0.000102Si0.000200Cr0.000108Ni0.147Mo0.00821V0.000110Nb0.0000606Co0.0000955Al0.00250Ti0.0247,0.25,0.0937,0.009550000000000001,0.010799999999999999,81.6,0.0102,0.8210000000000001,0.0,0.00606,14.7,0.02,2.4699999999999998,0.011000000000000001,0.0,1792.2
304,Fe0.818C0.0178Mn0.00194Si0.000200Cr0.0799Ni0.0000958Mo0.0337V0.000662Nb0.0000605Co0.0466Al0.000625,0.0625,1.78,4.66,7.99,81.8,0.194,3.37,0.0,0.00605,0.00958,0.02,0.0,0.06620000000000001,0.0,1564.0
305,Fe0.819C0.00507Mn0.00686Si0.00493Cr0.127Ni0.0225Mo0.0102V0.00359N0.000791Nb0.0000596Co0.0000940Al0.000616,0.0616,0.507,0.009399999999999999,12.7,81.89999999999999,0.6859999999999999,1.02,0.0791,0.00596,2.25,0.49300000000000005,0.0,0.359,0.0,1021.0
306,Fe0.819C0.0150Mn0.00236Si0.000201Cr0.0716Ni0.0000960Mo0.0338V0.0102Nb0.0000606Co0.0468Al0.000626,0.0626,1.5,4.68,7.16,81.89999999999999,0.23600000000000002,3.38,0.0,0.00606,0.009600000000000001,0.0201,0.0,1.02,0.0,1681.2
307,Fe0.822C0.000470Mn0.000616Si0.00161Cr0.0512Ni0.0971Mo0.0184V0.000111Nb0.0000607Co0.0000957Al0.00523Ti0.00271,0.523,0.047,0.009569999999999999,5.12,82.19999999999999,0.0616,1.8399999999999999,0.0,0.00607,9.71,0.161,0.271,0.0111,0.0,1172.0
308,Fe0.823C0.0176Mn0.00183Si0.000198Cr0.0779Ni0.0000949Mo0.0219V0.0105Nb0.0000600Co0.0463Al0.000620,0.062,1.76,4.63,7.79,82.3,0.183,2.19,0.0,0.006,0.00949,0.019799999999999998,0.0,1.05,0.0,1722.5
309,Fe0.823Mn0.000618Si0.00101Cr0.0561Ni0.0984Mo0.0189V0.000111Nb0.0000609Co0.0000961Al0.000629Ti0.00106,0.0629,0.0,0.00961,5.609999999999999,82.3,0.061799999999999994,1.8900000000000001,0.0,0.00609,9.84,0.101,0.106,0.0111,0.0,1019.0
310,Fe0.825C0.0174Mn0.00175Si0.000201Cr0.0565Ni0.0000963Mo0.0344V0.0116Nb0.00554Co0.0468Al0.000628,0.0628,1.7399999999999998,4.68,5.65,82.5,0.17500000000000002,3.44,0.0,0.5539999999999999,0.00963,0.0201,0.0,1.16,0.0,1860.3
311,Fe0.858C0.0191Mn0.00194Si0.000199Cr0.0753Ni0.0000954Mo0.0341V0.0101Nb0.0000603Co0.000190Al0.000623,0.062299999999999994,1.91,0.019,7.53,85.8,0.194,3.4099999999999997,0.0,0.006030000000000001,0.00954,0.0199,0.0,1.01,0.0,1812.1
312,Fe0.860C0.0125Mn0.00274Si0.000198Cr0.00439Ni0.0786Mo0.00284V0.000765Nb0.0000600Co0.0369Al0.000619,0.0619,1.25,3.6900000000000004,0.439,86.0,0.27399999999999997,0.28400000000000003,0.0,0.006,7.86,0.019799999999999998,0.0,0.0765,0.0,1139.7
